,id,belongs_to_collection_True,budget,language_enc,popularity,year,month,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish
1656,1657,0,18000000,1,4.19356,2013,8,3,1,2,2,11,17,28,10,281,14,188,471,766,0
664,665,0,0,0,1.0737430000000001,1994,9,1,0,0,1,5,2,7,0,103,0,0,43,146,1
1690,1691,0,0,0,10.001517,2014,9,1,1,1,1,5,9,14,5,97,14,119,245,356,0
220,221,0,12000000,7,7.2161029999999995,2009,4,3,2,5,4,5,12,17,8,91,72,149,261,424,1
1626,1627,0,0,0,4.494016,2012,3,1,1,4,2,9,3,12,2,158,61,59,56,275,1
1188,1189,0,0,0,4.02059,2013,2,1,1,6,2,3,11,14,3,52,116,44,280,448,1
1455,1456,1,13000000,0,2.62835,1991,1,4,1,1,1,65,22,87,27,1443,10,564,518,1971,1
449,450,0,80000000,0,4.9801910000000005,2005,5,4,4,16,2,20,31,51,4,408,370,71,689,1467,1
2002,2003,1,10000000,0,10.414363,2001,7,2,2,5,1,16,87,103,5,400,70,87,2539,3009,1
2616,2617,0,14000000,0,6.573364,1987,12,2,1,1,1,22,31,53,4,416,0,68,734,1150,1
84,85,0,2000000,0,10.239941,2011,1,2,2,2,1,6,7,13,9,142,28,196,97,267,1
941,942,0,180000000,0,19.467404000000002,2014,5,5,1,3,1,82,14,96,9,1966,23,225,302,2291,1
961,962,1,250000000,0,19.083723000000003,2009,7,3,2,2,1,49,27,76,8,1128,30,121,601,1759,1
841,842,0,0,0,4.581576999999999,2006,8,1,1,4,1,21,30,51,5,459,35,86,652,1146,1
1326,1327,0,0,0,9.394353,2005,9,1,1,4,1,11,12,23,12,232,36,208,304,572,1
2378,2379,0,13000000,0,1.2968620000000002,1996,4,3,1,2,1,10,5,15,5,211,3,102,89,303,1
2430,2431,0,17000000,0,2.972529,1963,5,3,1,2,1,17,13,30,3,311,27,52,276,614,1
1373,1374,0,35000000,0,7.759428999999999,2012,5,4,1,3,2,13,13,26,3,257,28,61,240,525,1
290,291,0,6000000,0,8.990345,1994,3,3,1,3,1,29,13,42,17,550,31,293,206,787,1
1867,1868,0,0,0,7.4448479999999995,1990,4,4,1,1,1,10,9,19,0,220,0,0,193,413,1
1554,1555,1,0,0,1.567626,1983,8,3,2,4,2,19,15,34,4,487,59,71,279,825,1
604,605,0,5500000,0,6.3893260000000005,1977,12,4,1,2,1,11,20,31,24,222,24,446,435,681,1
2032,2033,0,4,0,1.914697,1932,12,3,1,1,1,9,25,34,13,215,0,237,589,804,1
916,917,0,6500000,0,8.344282000000002,1999,4,3,1,1,1,17,8,25,7,353,0,152,151,504,1
2632,2633,0,80000000,0,8.534175999999999,2000,11,3,2,5,1,9,93,102,5,192,78,98,2287,2557,1
2337,2338,0,0,0,4.737529,1986,11,4,1,3,1,17,17,34,17,383,32,291,395,810,1
2098,2099,0,120000,4,5.648187,1964,8,3,1,1,2,9,7,16,5,220,5,94,139,364,1
2437,2438,0,120000000,0,18.911960999999998,2000,3,1,1,3,1,29,16,45,10,536,55,292,309,900,1
821,822,0,886000,0,6.5075970000000005,1936,8,3,1,1,1,9,16,25,2,158,0,13,396,554,1
2469,2470,0,85000000,0,10.175502999999999,2002,2,3,1,4,2,21,151,172,8,407,73,127,3713,4193,1
1000,1001,0,6788000,0,7.881010000000001,1991,4,3,2,1,1,7,11,18,2,104,11,26,254,369,1
1703,1704,1,3837625,0,0.7496649999999999,2010,10,1,1,2,2,13,4,17,2,289,29,17,87,405,1
18,19,0,8000000,0,6.496258999999999,2011,2,2,3,4,2,23,2,25,7,491,60,139,41,592,1
1777,1778,1,3000000,0,2.850011,2002,9,4,1,4,1,0,9,9,1,0,66,9,270,336,1
1208,1209,1,6000000,0,14.044122,1987,8,3,1,2,1,27,37,64,21,339,22,345,775,1136,1
2560,2561,0,0,0,1.685918,1989,4,2,1,2,1,12,3,15,4,227,10,51,55,292,1
1936,1937,1,28000000,0,13.162168,1998,2,4,1,1,2,29,9,38,5,579,0,82,149,728,1
1718,1719,0,3347850,5,2.906503,2011,4,1,1,2,1,80,35,115,2,1842,28,25,987,2857,0
1427,1428,0,25000000,0,11.746053,2012,12,1,1,6,1,18,10,28,0,380,79,0,246,705,1
2241,2242,1,12000000,0,13.300519,1967,4,3,2,2,5,45,30,75,5,825,18,50,648,1491,1
2310,2311,0,12156348,4,5.662109,2016,11,2,2,8,1,31,9,40,0,721,162,0,203,1086,0
1357,1358,1,0,0,2.067929,1973,11,1,1,1,1,16,10,26,5,312,4,80,225,541,1
2057,2058,0,0,0,4.607583,1999,10,2,1,2,1,31,32,63,7,642,20,98,620,1282,1
360,361,0,0,0,1.43679,2016,11,3,3,2,2,4,7,11,0,97,37,0,194,328,1
2270,2271,0,500000,0,8.212399000000001,1973,10,2,1,1,2,15,9,24,5,251,2,89,115,368,1
2084,2085,1,6000000,0,5.648114,1986,2,3,1,3,1,14,14,28,12,308,34,203,363,705,1
1564,1565,0,15000000,0,7.4926580000000005,2013,3,2,1,3,2,33,22,55,6,747,37,86,564,1348,1
344,345,1,60000000,0,11.234862,2014,1,3,2,6,1,29,31,60,16,655,82,270,701,1438,1
986,987,0,19000000,0,2.727017,1989,10,2,1,2,1,12,3,15,2,212,8,29,59,279,1
1260,1261,0,5000000,0,5.5968599999999995,2011,11,2,1,4,1,18,13,31,4,393,71,46,384,848,1
1713,1714,0,0,0,11.485472999999999,2003,1,2,1,1,3,44,78,122,3,1027,16,38,2052,3095,1
1720,1721,1,0,0,5.773276999999999,1985,6,3,1,3,1,41,38,79,20,858,39,399,892,1789,1
2646,2647,0,0,0,1.4892940000000001,2006,8,1,1,1,1,6,10,16,4,211,15,65,280,506,1
2886,2887,0,0,0,0.541397,2006,1,2,0,0,2,0,1,1,3,0,0,61,14,14,0
1575,1576,0,10500000,0,4.668541,1990,10,2,2,3,1,13,3,16,1,258,29,20,40,327,1
85,86,0,50000000,0,7.260574,1995,6,6,1,2,2,21,9,30,4,429,18,57,162,609,1
2063,2064,0,0,0,4.84886,2011,2,1,1,1,1,14,3,17,8,262,9,111,61,332,1
668,669,0,6300000,0,4.38806,2012,2,1,2,6,1,22,17,39,0,514,112,0,400,1026,1
1014,1015,0,0,0,6.093938,2011,10,4,1,7,1,11,46,57,4,231,114,73,1073,1418,1
128,129,0,18000000,0,9.929808999999999,2005,10,2,1,2,3,11,21,32,21,177,29,324,311,517,1
1873,1874,1,0,7,14.164519,2013,9,4,2,2,1,57,8,65,4,1456,32,62,183,1671,0
1146,1147,0,0,0,6.398905,1994,1,3,1,4,2,6,9,15,3,117,49,34,201,367,1
891,892,0,37000000,0,10.722672,1986,8,3,1,2,2,10,11,21,6,176,3,105,194,373,1
2471,2472,0,28000000,0,7.058599000000001,2001,8,3,1,3,1,21,24,45,7,413,54,215,483,950,1
307,308,0,108000000,0,19.943929999999998,2016,12,2,1,3,2,29,23,52,9,669,43,172,462,1174,1
383,384,0,0,0,8.543311,2012,9,2,2,3,2,54,25,79,6,1356,23,113,579,1958,1
1833,1834,0,0,2,3.6318629999999996,2015,8,4,1,2,1,19,3,22,7,544,31,118,68,643,0
1127,1128,0,75000000,0,7.116536999999999,1999,1,3,5,9,2,13,47,60,8,258,130,165,1377,1765,1
426,427,1,6000000,0,5.414213,2007,8,2,1,2,1,6,4,10,7,140,26,131,63,229,1
494,495,0,2000000,0,2.300459,2009,10,4,1,4,1,10,2,12,2,171,45,23,33,249,1
1565,1566,0,28000000,0,13.143061,2015,12,2,1,3,1,103,75,178,12,2778,14,240,1936,4728,1
2791,2792,0,4000000,0,3.8568269999999996,2006,11,2,1,1,4,20,28,48,5,422,0,76,622,1044,1
2611,2612,0,0,0,16.759454,1989,4,2,1,1,1,29,37,66,16,677,0,319,937,1614,1
1251,1252,1,7500000,0,5.795045,1989,10,2,1,2,1,8,6,14,6,151,32,99,102,285,1
1295,1296,1,20500000,0,16.603041,1983,3,2,1,3,1,47,17,64,15,1351,41,297,410,1802,1
275,276,0,0,0,8.469808,2013,5,1,1,4,1,27,12,39,0,674,39,0,317,1030,1
489,490,0,250000,0,1.9245349999999999,1991,4,3,1,1,1,5,4,9,10,89,8,181,89,186,1
1957,1958,1,42000000,0,14.007329,1990,10,1,1,1,1,16,23,39,24,332,0,425,439,771,1
690,691,0,0,0,4.074783,1960,12,3,1,1,1,7,3,10,3,127,8,49,55,190,1
2051,2052,0,0,0,1.6561150000000002,1990,12,1,2,3,1,30,1,31,1,694,44,9,9,747,1
2238,2239,0,23000000,0,1.914881,1990,2,2,1,2,1,12,28,40,6,248,19,108,585,852,1
1242,1243,0,26000000,0,4.920175,2002,3,4,1,3,2,12,62,74,4,232,27,73,1385,1644,1
2673,2674,0,0,16,5.001997,1986,5,1,3,3,3,8,21,29,0,184,41,0,441,666,1
2079,2080,0,0,12,0.245606,2016,10,1,1,1,1,8,2,10,3,237,16,56,59,312,0
1058,1059,0,0,0,13.311827,1988,10,3,1,2,2,23,11,34,6,502,23,68,209,734,1
118,119,0,0,0,4.304224,1993,6,2,1,1,1,20,16,36,11,502,15,191,355,872,1
1995,1996,0,65000000,0,13.257467000000002,2015,5,3,1,3,4,51,75,126,8,1078,49,139,1914,3041,1
2285,2286,0,0,0,8.374039999999999,2007,10,2,1,1,1,14,14,28,18,291,6,329,385,682,1
281,282,0,30000000,0,14.811957999999999,2012,4,2,1,2,2,48,79,127,8,1164,23,131,1987,3174,1
2807,2808,0,5300000,1,3.003526,2006,5,4,1,1,3,16,3,19,5,345,11,85,57,413,0
2335,2336,0,0,4,5.1847010000000004,1958,1,3,1,1,2,27,27,54,21,617,6,388,637,1260,0
2762,2763,0,50000000,0,3.9984940000000004,1996,10,2,1,3,2,16,11,27,2,300,13,22,177,490,1
2945,2946,0,1000000,0,3.3158269999999996,1963,10,4,1,1,1,18,7,25,3,333,17,47,137,487,1
1179,1180,0,0,0,12.372036,1985,8,1,1,1,2,9,9,18,5,157,0,104,187,344,1
1602,1603,0,0,0,0.5756560000000001,1992,11,5,1,1,1,4,4,8,0,67,9,0,63,139,1
2116,2117,0,31000000,0,6.499680000000001,1996,3,1,1,1,2,10,5,15,10,188,0,155,74,262,1
304,305,1,0,0,7.362552,1988,1,2,1,2,2,17,12,29,4,391,33,50,248,672,1
1844,1845,0,9000000,0,1.494688,2005,8,2,1,3,1,15,6,21,4,302,42,55,134,478,1
1356,1357,0,25000,0,3.985181,2015,11,4,1,0,1,6,2,8,1,133,0,4,44,177,1
2436,2437,0,4300000,1,3.6995519999999997,2016,11,2,1,3,1,8,15,23,0,185,60,0,339,584,0
575,576,0,0,0,12.50303,1990,12,2,3,8,1,18,9,27,6,369,137,111,166,672,1
1871,1872,1,37000000,0,16.414239000000002,1989,6,2,1,1,1,22,56,78,16,414,4,323,1218,1636,1
2845,2846,0,0,0,3.0631630000000003,2010,10,2,1,2,1,16,8,24,8,366,38,130,163,567,1
2623,2624,0,197471676,0,15.262706,2017,7,3,1,1,2,0,0,0,23,0,17,467,0,17,1
1417,1418,0,40000000,0,12.637158,1993,7,5,1,2,1,40,36,76,11,856,15,173,823,1694,1
1795,1796,0,13360000,5,8.717661,2015,5,2,4,4,3,34,7,41,12,815,54,167,151,1020,1
843,844,0,20000000,0,5.219666999999999,2013,7,3,1,1,1,22,3,25,2,563,11,29,77,651,1
2812,2813,0,2200000,32,6.313465,2014,6,1,3,3,2,9,16,25,2,196,49,35,431,676,1
269,270,0,0,0,0.49887700000000007,2007,9,3,0,0,1,6,2,8,0,99,0,0,24,123,1
629,630,0,0,0,0.8974129999999999,1998,8,2,0,2,1,9,33,42,7,203,31,149,755,989,1
1033,1034,0,0,0,5.889414,1997,4,1,1,1,3,8,10,18,25,148,10,564,234,392,1
286,287,0,9000000,0,28.920839,2016,11,2,1,3,1,46,82,128,12,1330,24,190,2338,3692,1
2211,2212,0,2200000,0,6.127903,1970,12,2,1,1,2,12,9,21,13,260,0,238,193,453,1
300,301,1,11000000,0,15.750026,1990,1,2,1,2,1,15,26,41,12,320,19,212,645,984,1
1510,1511,1,68000000,0,10.97633,1997,4,5,1,3,2,28,18,46,5,655,36,83,317,1008,1
1811,1812,1,200000000,0,20.818907,2003,7,3,3,6,1,14,144,158,14,237,82,180,3499,3818,1
65,66,1,1500000,0,8.822275999999999,1988,2,1,1,1,1,9,12,21,6,149,2,112,231,382,1
2397,2398,0,80000000,0,8.772188,1996,11,2,1,2,1,38,16,54,8,769,36,123,300,1105,1
890,891,0,0,0,1.698895,1989,3,4,1,2,1,6,11,17,4,101,30,76,198,329,1
1767,1768,0,0,0,2.345336,1990,1,1,1,0,2,9,1,10,3,170,0,70,11,181,1
1731,1732,0,3900000,10,0.5620970000000001,2000,2,2,1,1,2,23,18,41,9,556,14,156,474,1044,0
1376,1377,0,0,0,9.732026,2017,1,1,1,6,1,10,16,26,10,279,128,188,382,789,1
230,231,0,110000000,0,7.8250720000000005,2004,6,3,4,7,6,26,135,161,8,500,105,108,3279,3884,1
503,504,0,25000000,0,4.558992,1995,9,3,1,2,1,78,3,81,4,1961,11,58,57,2029,1
2459,2460,0,100000000,0,11.913405000000001,2013,5,4,1,2,1,25,23,48,2,611,27,40,494,1132,1
1350,1351,0,0,0,2.86317,1967,10,1,2,3,1,13,3,16,2,253,42,14,74,369,1
1444,1445,0,0,0,7.089084,2011,3,2,1,2,2,35,4,39,15,837,23,265,81,941,1
2551,2552,0,30000000,0,6.418936,2001,9,2,1,1,2,19,49,68,7,344,3,103,1191,1538,1
1004,1005,0,1000000,1,10.766409,2013,9,2,3,1,2,9,8,17,0,240,5,0,209,454,1
836,837,0,0,0,8.870325,2010,5,3,1,3,1,10,15,25,1,212,33,20,292,537,1
1588,1589,0,35000000,0,8.155603999999999,2016,3,2,1,3,1,17,65,82,15,392,31,249,1737,2160,1
374,375,0,500000,0,2.884359,1977,8,2,1,1,1,19,20,39,9,477,18,136,465,960,1
1352,1353,1,55000000,0,5.304043,1997,1,3,1,2,1,45,32,77,6,1143,20,101,823,1986,1
2110,2111,0,3000000,10,1.036233,2010,2,2,2,1,2,12,11,23,0,302,3,0,273,578,0
1786,1787,0,0,0,1.53188,1999,4,3,1,2,1,8,7,15,0,152,20,0,180,352,1
1803,1804,0,2500,0,0.40475300000000003,2007,3,2,1,0,1,11,5,16,1,314,0,9,113,427,1
2071,2072,0,25000000,0,10.653446,1989,3,5,2,3,1,13,30,43,11,244,42,178,655,941,1
751,752,1,50000000,0,9.915560000000001,2008,1,2,2,5,3,19,32,51,13,492,52,190,699,1243,1
99,100,0,6000000,0,5.529808,1988,4,3,1,1,2,11,8,19,10,214,0,169,139,353,1
1723,1724,0,120000000,0,17.246484,2015,8,3,1,7,1,28,119,147,11,641,122,223,3196,3959,1
866,867,0,151000,23,1.879162,1960,5,3,2,2,3,12,4,16,2,309,28,16,64,401,1
910,911,0,0,2,4.333616999999999,2013,9,1,1,1,1,5,2,7,0,123,8,0,27,158,0
2009,2010,1,5000000,12,0.19153900000000001,2002,8,2,1,0,1,14,3,17,0,342,0,0,71,413,0
529,530,0,28000000,0,6.053567,2006,5,5,1,3,1,22,22,44,10,431,27,223,400,858,1
636,637,0,0,0,2.081712,1981,8,3,0,1,1,4,7,11,2,81,5,36,181,267,1
185,186,0,14000000,0,1.36737,1997,2,2,1,1,1,15,3,18,3,327,6,55,58,391,1
1187,1188,0,747000,4,2.775402,1968,3,5,2,3,1,17,10,27,3,363,17,48,175,555,0
1971,1972,0,9000000,0,0.941383,1984,10,4,1,1,1,15,15,30,13,294,0,230,293,587,1
931,932,0,143149,24,0.091951,2015,5,3,1,3,1,16,9,25,0,417,48,0,244,709,0
1381,1382,0,2883848,0,11.845107,1959,3,2,1,2,1,44,40,84,12,887,29,191,957,1873,1
2295,2296,0,400000,0,0.038876,2008,3,2,0,0,1,3,1,4,3,72,0,48,25,97,1
2382,2383,0,8000000,0,5.000657,2010,11,2,1,2,1,14,20,34,8,283,18,124,483,784,1
2401,2402,0,60000000,0,6.710215,1994,11,3,1,2,1,66,9,75,10,1666,20,190,171,1857,1
1999,2000,0,27000000,0,12.851984,1998,2,2,2,2,1,19,65,84,13,368,11,269,1715,2094,1
607,608,0,0,0,1.373641,2011,4,1,1,2,1,41,17,58,0,1033,32,0,431,1496,1
2896,2897,0,0,0,5.8478449999999995,2014,5,3,2,3,1,8,20,28,6,173,54,113,508,735,1
151,152,0,0,0,1.279443,2016,1,1,1,3,1,1,7,8,2,13,69,47,184,266,1
1283,1284,0,4000000,0,2.999052,2013,10,2,1,1,1,11,10,21,3,262,9,69,191,462,1
2262,2263,0,56000000,0,12.136158,2013,1,3,1,9,1,22,65,87,7,457,125,141,1360,1942,1
731,732,0,4000000,0,5.032469,1967,12,3,1,1,1,18,25,43,12,353,9,239,493,855,1
1337,1338,0,1200000,0,4.928139,1999,9,1,1,1,1,22,1,23,7,440,4,110,19,463,1
1598,1599,1,150000000,0,1.456541,2009,4,4,1,8,1,63,8,71,8,1494,133,157,172,1799,1
2840,2841,0,0,0,12.330898,2014,8,3,4,8,3,11,24,35,6,191,126,86,541,858,1
23,24,0,0,0,1.323333,2011,9,3,1,3,1,19,10,29,0,426,38,0,247,711,1
2857,2858,0,5400000,1,2.39989,2013,8,1,1,2,1,7,5,12,6,173,32,107,100,305,0
158,159,0,63600000,0,6.047757,2000,10,4,1,4,1,15,10,25,4,299,43,83,204,546,1
861,862,0,17000000,0,12.01525,2013,4,1,1,3,1,14,51,65,4,314,50,72,1259,1623,1
902,903,1,185000000,0,12.577266,2008,5,2,1,2,3,38,14,52,16,887,0,303,188,1075,1
2655,2656,0,0,0,3.4662040000000003,1998,8,1,1,1,2,20,18,38,7,559,9,119,495,1063,1
2937,2938,0,25000000,0,8.309565,2016,4,1,1,8,1,55,11,66,2,1191,146,33,240,1577,1
444,445,0,10300000,4,6.165491,2016,10,2,3,2,3,27,19,46,4,792,27,54,526,1345,0
2938,2939,1,130000000,0,16.624854,2012,5,3,2,4,2,26,81,107,13,666,55,267,1968,2689,1
754,755,0,6000000,0,10.505386999999999,1999,4,2,1,1,1,20,19,39,5,360,0,75,359,719,1
923,924,0,7000000,0,7.2189570000000005,1991,5,1,2,4,1,13,2,15,1,223,52,8,18,293,1
2970,2971,0,25000000,0,9.805017,1992,11,5,1,3,1,26,56,82,6,520,36,110,1334,1890,1
2102,2103,0,9900000,0,25.869882999999998,2016,8,3,1,6,2,12,34,46,9,324,96,169,805,1225,1
311,312,0,9500000,4,8.59498,2012,5,2,2,1,2,23,8,31,10,583,2,223,193,778,1
548,549,1,9000000,0,10.182974,2016,10,2,1,5,1,15,3,18,8,363,70,151,60,493,1
1945,1946,0,1500000,0,4.1732309999999995,2005,3,1,1,4,1,9,2,11,14,155,72,295,32,259,1
1456,1457,0,800000,0,2.4616700000000002,1965,12,2,1,1,1,15,24,39,10,298,5,203,558,861,1
306,307,0,100000000,0,12.36223,2009,10,2,1,5,1,18,9,27,6,377,76,101,172,625,1
287,288,0,0,0,4.322726,1994,10,4,1,1,1,29,17,46,8,615,4,153,287,906,1
694,695,0,0,0,13.235179,1983,4,3,1,2,1,18,10,28,5,364,26,89,200,590,1
308,309,0,30000000,0,4.902869,2004,6,2,1,1,1,11,23,34,2,227,10,25,431,668,1
2320,2321,0,20000000,0,2.582818,2006,3,1,1,1,1,14,3,17,0,362,10,0,72,444,1
749,750,0,25000000,0,7.2576789999999995,1999,4,3,1,4,1,23,9,32,16,530,43,265,191,764,1
2815,2816,0,25000000,0,9.218002,2013,4,3,1,2,1,25,18,43,6,559,8,105,328,895,1
1239,1240,0,1000000,0,5.760319,2012,5,3,1,2,1,19,17,36,31,478,29,693,335,842,1
908,909,0,9600000,0,6.133744999999999,2015,9,1,2,3,1,42,4,46,5,904,59,100,49,1012,1
1880,1881,1,210000000,0,0.867943,2006,5,4,3,11,1,32,39,71,7,573,192,150,671,1436,1
2380,2381,0,4000000,0,10.936827000000001,2002,1,3,1,2,1,9,10,19,14,163,24,257,269,456,1
1406,1407,1,0,12,0.796854,2016,2,1,1,1,1,16,4,20,0,464,1,0,91,556,0
2494,2495,0,0,0,0.31754,2011,4,1,1,1,1,15,2,17,4,273,4,58,42,319,1
970,971,0,4200000,1,2.031919,2014,5,2,1,1,1,6,7,13,0,152,12,0,152,316,0
13,14,1,53000000,0,13.314232999999998,2005,3,2,1,4,2,59,18,77,8,1461,47,130,315,1823,1
873,874,0,50000000,0,6.752119,1995,10,3,1,2,1,11,10,21,6,160,12,81,247,419,1
808,809,0,0,0,13.567726,2013,7,3,1,2,1,6,26,32,3,117,36,43,618,771,1
2578,2579,0,1500000,0,7.248676,1948,8,4,1,3,1,9,30,39,9,184,47,168,637,868,1
514,515,1,0,0,6.6256070000000005,2016,4,3,2,3,1,13,3,16,4,311,61,61,51,423,1
2413,2414,0,3400000,0,0.40319,1985,10,3,1,2,1,17,1,18,2,424,34,19,22,480,1
409,410,0,0,0,9.665142,1993,4,1,1,2,2,13,11,24,7,231,28,109,194,453,1
2833,2834,0,0,0,11.465634,1988,11,3,1,1,1,34,10,44,8,760,0,150,142,902,1
2259,2260,0,0,0,5.923904,2008,8,2,1,3,1,15,16,31,13,300,38,215,347,685,1
2823,2824,0,0,0,4.435032,2010,10,1,4,2,1,4,2,6,0,72,33,0,28,133,1
1225,1226,0,0,0,5.843804,2014,9,1,1,4,1,4,9,13,2,127,73,16,239,439,1
1655,1656,0,22000000,0,13.966833,1977,6,3,1,3,4,14,9,23,13,301,21,251,178,500,1
1610,1611,0,15000000,0,3.550711,2000,3,3,1,1,1,20,32,52,0,416,4,0,710,1130,1
382,383,0,8000000,0,5.137903,1993,7,3,1,2,1,15,12,27,5,307,27,79,229,563,1
2106,2107,0,531374,0,7.9704619999999995,1939,3,2,1,1,1,64,35,99,19,1595,0,387,797,2392,1
2187,2188,0,10000000,0,7.807741,1999,5,5,1,1,2,14,31,45,16,314,9,331,643,966,1
1621,1622,0,662141,0,1.2334459999999998,1943,4,2,1,1,1,15,5,20,7,369,5,122,99,473,1
2831,2832,0,18000000,0,1.9751740000000002,1984,7,2,1,2,1,5,27,32,7,87,7,134,603,697,1
552,553,0,40000000,0,10.939066,2003,11,2,1,3,1,11,117,128,8,234,43,150,2884,3161,1
222,223,0,5000000,0,1.608163,2010,6,3,1,0,1,5,16,21,3,104,0,51,366,470,1
1096,1097,0,10000000,0,5.13955,2000,1,2,2,6,2,24,19,43,5,470,72,88,348,890,1
2754,2755,0,0,8,7.789039999999999,2015,8,4,2,5,2,8,19,27,0,186,73,0,355,614,0
8,9,1,0,0,6.902423,1996,2,5,1,3,1,12,8,20,4,251,24,51,189,464,1
1476,1477,0,12000000,0,8.025117999999999,2007,10,3,1,3,2,15,14,29,7,327,44,95,282,653,1
316,317,0,60000000,0,10.271517,2012,3,4,1,3,1,13,57,70,5,228,27,94,1652,1907,1
427,428,0,0,8,0.8252200000000001,2009,7,1,1,6,1,22,18,40,5,670,105,99,501,1276,0
1985,1986,0,1379375,29,2.214179,2015,1,2,4,3,2,12,12,24,4,320,60,88,337,717,0
105,106,0,10900000,0,13.454169,2013,9,1,1,5,1,14,40,54,8,317,93,163,1005,1415,1
2015,2016,0,40000000,0,6.715263,2010,3,1,1,4,1,18,13,31,2,395,45,23,296,736,1
142,143,0,3500000,0,5.353826000000001,2016,1,2,1,1,1,15,4,19,6,357,16,98,108,481,1
121,122,1,150000000,0,12.453452,1999,6,4,1,1,1,11,27,38,9,209,0,129,707,916,1
2371,2372,0,0,0,0.9757020000000001,1978,3,2,1,0,2,7,4,11,0,140,0,0,70,210,1
2865,2866,1,5579750,5,2.2089060000000003,2012,11,1,1,2,1,22,1,23,3,584,25,39,20,629,0
1189,1190,0,1119000,0,0.948775,1936,8,2,1,1,1,25,12,37,4,521,5,53,225,751,1
2961,2962,1,4000000,0,12.650546,1981,11,1,2,2,1,44,23,67,22,1092,12,377,481,1585,1
2600,2601,0,0,4,8.569586,2014,8,2,1,11,1,45,27,72,7,1168,224,130,794,2186,0
1657,1658,0,12500000,0,9.543004,2014,2,2,1,3,1,12,5,17,1,270,40,23,86,396,1
115,116,0,25000000,0,5.00725,2002,5,2,1,1,1,11,13,24,7,242,0,106,249,491,1
1405,1406,0,30000000,0,8.047735000000001,2013,9,3,2,7,1,24,4,28,4,623,124,48,52,799,1
1511,1512,1,30000000,0,21.946943,1995,10,3,1,1,1,13,106,119,9,234,0,146,2791,3025,1
2492,2493,0,1200000,0,1.4724629999999999,2013,4,1,1,2,2,14,6,20,1,312,21,12,118,451,1
2797,2798,0,4000000,0,5.317544,1961,1,3,1,2,1,10,6,16,5,216,6,87,122,344,1
2948,2949,0,35000000,0,13.912531,2016,2,2,3,9,1,27,27,54,7,658,114,90,570,1342,1
1596,1597,0,10000000,0,6.638116,1995,2,1,1,1,3,17,30,47,1,362,9,20,685,1056,1
2889,2890,0,0,0,12.050759,1979,4,3,1,2,1,15,15,30,14,235,7,266,236,478,1
672,673,0,6000000,0,7.510159,2014,3,3,1,6,1,53,25,78,8,1137,119,178,617,1873,1
1431,1432,0,5000000,0,13.336773,2009,6,2,1,4,2,10,23,33,9,181,43,125,599,823,1
2172,2173,1,24000000,0,12.596956,1986,11,2,1,1,2,15,17,32,8,222,0,135,207,429,1
591,592,0,0,12,0.402368,2003,12,2,1,2,1,8,6,14,4,229,31,88,172,432,0
1402,1403,0,0,0,8.445423,2016,4,1,2,5,3,14,6,20,6,328,94,78,147,569,1
888,889,1,5000000,0,6.719949000000001,2002,2,3,2,5,2,16,9,25,17,352,62,281,160,574,1
1754,1755,0,2,0,2.466066,1995,9,2,4,3,2,13,6,19,5,314,78,97,157,549,1
1366,1367,0,11000000,0,9.056173,2015,1,3,1,6,1,21,21,42,6,467,131,123,505,1103,1
2396,2397,0,60000000,0,15.904834,2010,8,1,1,3,3,19,16,35,5,397,39,78,398,834,1
213,214,0,6700000,1,1.312833,2012,6,1,1,1,1,20,22,42,8,444,8,159,495,947,0
2007,2008,0,1114000,0,2.886254,1933,12,3,1,1,2,31,26,57,13,667,5,226,577,1249,1
2148,2149,0,0,0,8.761268,2008,2,2,2,3,3,18,4,22,8,416,49,192,81,546,1
800,801,0,5000000,0,8.585856,2015,7,2,1,5,1,19,44,63,5,434,119,87,1071,1624,1
2480,2481,0,6400000,1,7.950488000000001,2012,7,3,2,3,1,7,9,16,2,182,43,26,189,414,0
2439,2440,0,50000000,0,5.852263,2002,8,4,1,2,2,18,33,51,8,402,24,142,627,1053,1
2283,2284,0,0,0,4.40284,2012,8,2,1,1,1,8,10,18,3,212,10,42,284,506,1
2662,2663,0,500000,0,0.071908,1996,7,1,1,1,1,11,4,15,0,304,9,0,116,429,0
2711,2712,0,17000000,10,1.542355,2013,1,3,1,3,3,10,24,34,6,240,41,91,680,961,0
273,274,0,50000000,0,12.285544999999999,2010,6,2,1,1,1,18,19,37,0,396,0,0,372,768,1
71,72,0,0,8,7.667491,2004,2,1,8,8,2,13,11,24,13,334,135,253,265,734,0
1789,1790,0,2500000,0,11.591462,1963,3,1,1,1,1,16,17,33,22,352,8,421,301,661,1
1087,1088,1,11000000,0,7.915367999999999,2006,9,3,1,1,1,31,15,46,8,739,0,122,324,1063,1
394,395,1,18000000,0,6.693055,1981,6,1,1,1,4,33,7,40,2,759,18,40,179,956,1
583,584,1,19000000,0,15.339153,1996,1,4,1,4,2,33,117,150,26,618,47,510,3077,3742,1
2080,2081,1,29000000,0,8.843364999999999,2003,9,1,1,3,2,11,50,61,2,165,30,22,1154,1349,1
1980,1981,0,10000000,0,5.872794,2011,9,2,1,1,1,10,20,30,7,205,8,144,446,659,1
500,501,0,0,4,7.872569,1969,9,2,2,3,3,11,8,19,8,218,42,119,146,406,1
