,id,belongs_to_collection_True,budget,language_enc,popularity,year,month,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish
1078,1079,0,0,0,6.464826,2011,9,3,1,2,1,16,12,28,8,387,29,126,326,742,1
598,599,0,13000000,0,5.169999,2006,11,1,1,4,2,13,45,58,5,232,55,75,1102,1389,1
2190,2191,0,1688000,0,5.076649,1939,1,2,1,1,2,118,28,146,12,3029,5,220,612,3646,1
2531,2532,0,15000000,0,6.2594330000000005,1994,12,2,1,1,5,47,14,61,9,934,0,161,291,1225,1
2667,2668,1,41300000,0,12.061521,2000,2,2,2,6,3,10,88,98,6,200,74,91,2333,2607,1
2786,2787,0,17000,0,7.759376,2011,4,3,1,1,1,7,4,11,7,142,4,94,83,229,1
479,480,0,0,0,8.450231,1993,8,5,1,3,1,6,7,13,1,106,34,6,147,287,1
1967,1968,0,58000000,0,9.508061,1984,12,4,1,3,2,32,17,49,4,654,32,50,298,984,1
1057,1058,0,55000000,0,15.214342000000002,2011,6,2,1,4,1,17,10,27,12,402,36,214,204,642,1
2268,2269,0,20000000,0,5.970067,2007,10,1,2,10,5,16,16,32,9,382,156,155,377,915,1
533,534,1,40000000,0,9.034929,2010,7,4,1,4,3,12,63,75,11,219,35,200,1504,1758,1
1103,1104,0,30000000,0,7.645827000000001,2002,12,5,1,3,1,26,16,42,4,618,35,70,328,981,1
1106,1107,0,7200000,0,5.553737,1987,7,5,3,2,1,11,4,15,3,244,35,30,80,359,1
2927,2928,1,140000000,0,12.996474000000001,2002,11,3,2,1,7,21,7,28,4,401,12,77,148,561,1
1123,1124,0,44000000,0,11.342024,2013,3,5,1,4,1,36,19,55,8,859,53,142,462,1374,1
942,943,0,2000000,0,12.792394,2014,4,2,2,3,1,12,27,39,12,245,50,240,666,961,1
162,163,0,125000,0,10.850569,2011,9,2,1,1,1,6,8,14,7,124,6,133,198,328,1
1551,1552,0,0,0,0.779768,2013,2,2,1,2,1,11,3,14,0,260,20,0,46,326,1
965,966,1,25000000,0,9.304901,1997,2,1,1,2,1,15,8,23,4,292,36,64,189,517,1
471,472,1,35000000,0,23.947351,2009,6,1,2,4,1,87,21,108,12,2295,50,223,412,2757,1
844,845,1,355000,0,7.503125999999999,1931,2,1,1,1,3,26,14,40,13,610,0,226,210,820,1
998,999,1,60000000,0,6.5049269999999995,2003,5,2,1,3,1,52,32,84,5,1305,24,68,713,2042,1
1904,1905,0,0,0,9.296024000000001,1987,6,3,1,2,1,15,8,23,12,292,8,228,164,464,1
30,31,0,13000000,4,16.086919,2011,11,2,1,8,2,32,34,66,7,793,115,148,809,1717,1
2890,2891,1,25000000,0,24.535733,2017,2,1,1,5,1,20,114,134,12,480,78,252,3091,3649,1
423,424,0,26000000,0,7.254242,2012,3,3,4,1,1,11,20,31,14,202,11,298,410,623,1
511,512,0,22000000,0,9.863789,2017,1,4,1,7,1,60,64,124,8,1582,78,161,1609,3269,1
2758,2759,0,784170,0,0.5784560000000001,1948,4,5,1,2,1,12,11,23,4,274,22,51,210,506,1
2737,2738,1,245000000,0,24.926576999999998,2015,10,3,2,3,5,83,155,238,7,2459,37,138,3982,6478,1
1393,1394,1,50000000,0,7.579855,2014,7,4,1,4,1,37,16,53,4,708,46,54,388,1142,1
1586,1587,0,44500000,0,14.238234,2012,10,2,1,3,2,61,58,119,13,1427,50,246,1315,2792,1
1929,1930,0,28000000,0,8.808328,2013,9,2,4,9,2,18,53,71,13,383,145,221,1371,1899,1
2497,2498,0,35000000,0,12.201953999999999,1997,2,3,1,4,3,13,13,26,10,261,45,233,256,562,1
787,788,0,1601792,8,2.329513,2005,5,1,5,3,1,15,4,19,3,444,38,57,65,547,0
2636,2637,0,26000000,0,13.795875,2010,1,1,1,1,1,15,22,37,7,300,8,73,554,862,1
2538,2539,0,6900000,1,4.0315,2000,6,2,1,1,2,11,12,23,0,281,15,0,263,559,0
402,403,0,0,0,3.402261,2014,10,1,2,3,1,6,12,18,5,107,55,79,272,434,1
433,434,0,57000000,0,9.958406,2001,3,4,2,4,2,14,10,24,2,300,53,20,168,521,1
1151,1152,1,150000000,0,5.587707,2007,6,3,1,9,2,38,41,79,8,756,104,150,816,1676,1
73,74,0,0,9,0.9195559999999999,2004,3,2,1,0,1,6,5,11,5,185,0,66,150,335,0
1536,1537,0,14000000,0,8.093442,2015,10,2,1,3,2,22,57,79,7,508,50,115,1621,2179,1
2709,2710,1,60000000,0,9.488116999999999,2002,4,3,3,4,2,18,22,40,2,372,66,16,451,889,1
621,622,0,0,8,7.559297999999999,2004,11,2,3,6,1,22,22,44,1,576,115,6,553,1244,0
1437,1438,0,0,4,5.483162999999999,2010,5,2,1,6,2,16,14,30,5,486,87,79,365,938,1
1559,1560,0,22000000,0,11.275132000000001,2010,10,1,1,2,1,11,2,13,12,230,32,200,50,312,1
1566,1567,0,0,0,0.535931,2010,9,1,1,0,1,4,2,6,1,78,0,20,42,120,1
324,325,0,12000000,0,7.569698,1987,8,3,1,1,1,6,2,8,3,79,5,53,33,117,1
332,333,0,5000000,0,6.226054,2007,9,3,1,2,1,13,22,35,11,259,26,209,507,792,1
1392,1393,1,165000000,0,13.697597,2012,11,4,1,1,1,66,38,104,18,1469,3,434,985,2457,1
650,651,0,16500000,0,10.673167,1995,12,2,2,2,1,17,8,25,11,298,17,175,135,450,1
2236,2237,0,0,0,11.331859,2010,10,1,2,4,4,18,15,33,11,451,41,216,356,848,1
1533,1534,0,0,0,2.238458,1988,8,2,1,2,1,7,2,9,2,99,31,35,31,161,1
2163,2164,1,600000,0,6.854576,1994,1,3,1,1,1,34,11,45,13,1046,18,246,294,1358,1
543,544,1,79000000,0,29.423537,2002,12,3,2,3,1,34,36,70,15,541,14,254,475,1030,1
2958,2959,0,15000000,0,0.9008639999999999,2007,5,2,1,2,1,4,16,20,0,82,26,0,399,507,1
1818,1819,1,120000000,0,14.072510999999999,2002,5,3,1,1,1,42,20,62,17,837,0,319,308,1145,1
1624,1625,0,85000000,0,14.048694,1997,6,6,1,1,3,21,49,70,7,414,0,108,1121,1535,1
1177,1178,0,80000000,0,10.796939,2004,7,3,1,3,1,29,97,126,8,569,25,144,2476,3070,1
679,680,0,2500000,0,5.490505000000001,1955,8,5,1,1,2,13,10,23,19,228,0,337,161,389,1
2096,2097,0,0,0,1.068288,1996,7,2,2,3,1,11,7,18,0,306,43,0,163,512,1
2029,2030,1,13000000,0,14.310479,1990,11,2,1,1,2,10,7,17,4,202,0,63,157,359,1
1659,1660,0,20000000,0,1.057387,1982,11,2,1,2,2,27,15,42,13,677,6,267,302,985,1
1637,1638,0,25000000,0,6.851628,1999,4,3,1,3,1,25,13,38,9,518,42,233,191,751,1
239,240,0,20000000,0,5.270187,2002,12,4,1,1,1,15,9,24,6,306,1,121,153,460,1
2124,2125,0,33000000,0,12.237571,2016,7,1,1,3,1,58,21,79,3,1634,33,60,523,2190,1
2619,2620,0,8500000,0,10.222142999999999,2016,10,2,1,3,3,18,11,29,2,460,45,18,230,735,1
2290,2291,0,24000000,0,16.195894,2003,2,1,1,2,1,14,12,26,3,319,18,48,214,551,1
764,765,0,0,0,2.132858,1989,3,3,1,3,1,29,15,44,7,548,36,139,294,878,1
1128,1129,1,350000,0,10.421679,1981,10,1,1,1,1,10,11,21,17,184,6,299,188,378,1
1885,1886,0,0,8,6.715019,1997,10,3,2,3,1,16,14,30,10,268,42,163,207,517,0
1116,1117,0,40000000,0,13.02535,1998,5,5,1,1,1,13,36,49,0,205,10,0,804,1019,1
1102,1103,0,27000000,0,3.104943,1999,10,1,1,2,2,16,17,33,2,349,14,34,356,719,1
2847,2848,0,0,0,7.08055,2014,10,4,1,6,1,19,49,68,13,434,104,259,1175,1713,1
2330,2331,0,0,0,7.859837,2013,9,3,1,1,1,10,14,24,10,220,7,198,374,601,1
1361,1362,0,0,12,12.912844999999999,1925,12,2,1,2,1,23,20,43,13,605,19,238,489,1113,0
2316,2317,0,24000000,0,11.666172,1988,6,1,1,2,1,13,12,25,5,224,14,55,195,433,1
1407,1408,0,70000000,0,11.898185,1998,12,5,1,2,2,22,27,49,10,450,14,209,630,1094,1
2529,2530,0,25000000,0,3.240624,1970,10,3,2,3,2,21,15,36,3,418,18,47,335,771,1
343,344,0,0,0,1.021685,1982,6,3,2,3,1,6,2,8,3,108,51,55,52,211,1
1105,1106,0,0,5,3.7015379999999998,2003,2,2,4,3,1,20,4,24,6,477,60,115,99,636,0
2592,2593,0,0,0,5.571253,2015,10,3,1,2,1,24,153,177,6,495,27,92,4363,4885,1
557,558,0,8500000,0,5.590678,2013,9,1,1,1,1,16,23,39,0,332,12,0,569,913,1
1475,1476,0,12000000,0,8.816951,1992,8,4,1,2,1,22,23,45,0,536,14,0,500,1050,1
2703,2704,0,10000000,0,6.396767,1999,7,1,1,3,1,19,6,25,10,368,34,195,112,514,1
594,595,0,0,0,11.971318,1995,3,1,1,1,1,10,6,16,0,228,0,0,114,342,1
1557,1558,1,75000000,0,8.940007000000001,2005,10,2,2,2,3,17,19,36,9,343,14,152,309,666,1
411,412,0,87000000,0,7.851669,2003,7,2,1,5,1,12,60,72,4,235,73,54,1377,1685,1
1055,1056,0,0,0,3.554939,2012,5,4,1,1,1,4,5,9,0,61,0,0,109,170,1
2473,2474,0,500000,0,8.398158,2002,1,4,1,2,1,17,12,29,5,391,53,111,275,719,1
108,109,0,14000000,0,3.873796,1999,4,3,2,2,1,6,3,9,0,80,13,0,52,145,1
2025,2026,0,3196621,17,6.7046589999999995,2015,10,1,1,1,1,13,2,15,0,278,0,0,47,325,0
2706,2707,0,100000000,0,5.502098,2007,11,3,1,4,1,17,43,60,11,360,70,183,1023,1453,1
318,319,1,20000000,14,9.570657,2006,6,3,1,1,3,11,4,15,1,259,10,13,104,373,1
2718,2719,0,0,0,10.199449000000001,2015,4,2,1,6,1,40,46,86,14,870,103,245,1033,2006,1
840,841,0,10721568,1,1.68625,2016,2,1,1,2,1,9,19,28,4,208,35,64,460,703,0
2957,2958,0,60000000,0,7.337905999999999,1995,11,3,1,1,1,15,44,59,5,328,0,75,947,1275,1
1351,1352,1,38000000,0,10.307277000000001,2006,8,2,1,1,2,15,9,24,5,291,4,85,190,485,1
2825,2826,1,18000000,0,10.151366000000001,1984,6,3,1,2,1,11,64,75,9,171,15,151,1689,1875,1
2366,2367,0,0,0,9.961184,2015,2,4,2,3,1,17,24,41,15,321,50,313,588,959,1
1882,1883,0,0,0,5.2799190000000005,1975,3,3,1,1,1,12,6,18,3,231,0,28,111,342,1
680,681,0,125000000,0,15.049695000000002,2004,5,4,1,5,5,0,0,0,27,0,55,344,0,55,1
729,730,1,103000000,0,8.18534,2014,3,4,1,2,2,21,22,43,6,503,27,132,531,1061,1
789,790,0,94000000,7,6.587711,2011,12,3,2,3,3,8,45,53,2,172,35,36,1269,1476,1
1813,1814,0,0,11,5.917685,2008,1,5,1,1,1,10,8,18,3,253,16,62,195,464,0
1345,1346,0,40000000,0,10.855502,2013,12,4,1,11,1,47,48,95,5,1076,157,79,1050,2283,1
1868,1869,0,108000000,0,25.629929999999998,2015,9,3,1,6,2,51,105,156,15,1216,92,268,2830,4138,1
2069,2070,0,7500000,0,6.1195900000000005,2005,4,3,2,3,1,15,54,69,3,374,44,53,1479,1897,1
432,433,0,16000000,0,2.488424,2000,9,3,2,4,1,22,13,35,2,435,51,40,288,774,1
564,565,1,0,8,0.6996680000000001,1984,11,1,1,1,1,35,12,47,8,850,15,164,246,1111,0
1748,1749,0,0,0,2.033354,2008,8,2,1,3,1,15,9,24,0,321,68,0,240,629,1
1776,1777,0,1070000,0,0.170074,1998,5,4,1,2,1,5,12,17,0,124,30,0,385,539,1
70,71,0,29000000,0,12.092096000000002,2005,3,4,2,7,1,22,20,42,18,430,87,348,418,935,1
1788,1789,1,11000000,0,23.37742,1979,5,4,2,2,2,10,30,40,16,134,27,289,587,748,1
1229,1230,0,150000000,0,12.533525,2010,7,5,1,5,1,14,5,19,18,293,43,309,107,443,1
1512,1513,0,15000000,0,15.553313000000001,2015,11,3,1,2,2,21,62,83,17,515,14,325,1589,2118,1
56,57,0,0,4,2.94798,2009,8,2,2,1,2,9,3,12,3,178,19,54,78,275,1
1601,1602,0,70000000,0,16.316318,2014,10,5,1,5,1,23,112,135,9,533,64,147,2903,3500,1
651,652,0,5000000,0,5.839893,1983,4,6,1,3,2,23,41,64,11,536,55,171,1063,1654,1
2176,2177,1,5300000,4,5.94395,2002,5,3,1,1,7,20,11,31,13,433,3,224,197,633,1
897,898,0,20000000,0,8.157587,1985,3,4,1,2,1,15,19,34,9,289,22,123,330,641,1
785,786,0,2500000,0,2.296734,1993,1,2,1,3,1,6,2,8,7,79,30,99,33,142,1
309,310,0,26000000,0,7.867999,2003,8,1,1,3,2,34,29,63,16,817,38,257,725,1580,1
2404,2405,0,37000000,0,13.081203,2010,9,3,1,4,1,48,38,86,18,1268,53,323,912,2233,1
1741,1742,0,15000000,0,1.158196,2001,5,4,2,1,1,13,33,46,17,314,3,280,761,1078,1
907,908,0,31000000,0,14.004074,1985,12,1,1,2,2,17,21,38,3,279,5,74,322,606,1
602,603,0,65000000,0,10.90061,2001,5,4,1,4,1,16,95,111,11,324,38,202,2178,2540,1
1178,1179,0,0,0,0.6090800000000001,1971,2,1,1,2,1,10,16,26,2,206,45,29,422,673,1
2297,2298,0,85000000,0,8.326699000000001,2008,3,5,1,3,1,26,18,44,3,563,42,49,389,994,1
1745,1746,1,6400000,0,19.293561999999998,1984,10,3,2,5,1,33,54,87,12,633,70,193,1286,1989,1
1161,1162,0,0,0,4.249695,1927,9,2,1,2,1,25,21,46,12,540,24,211,512,1076,0
1509,1510,0,0,0,8.844452,2015,6,1,1,3,1,15,30,45,6,361,39,115,813,1213,1
2095,2096,0,0,0,0.075409,2009,3,1,2,1,2,0,3,3,3,0,16,58,72,88,1
1577,1578,0,1000000,0,2.301183,1975,5,3,1,1,1,14,13,27,6,280,4,86,232,516,1
572,573,0,80000000,0,9.554067,2010,1,4,2,4,1,20,80,100,4,464,55,88,2142,2661,1
554,555,0,14500000,14,9.298092,2001,5,2,1,12,7,38,8,46,8,861,213,121,158,1232,1
945,946,0,35000000,0,4.386145,2008,2,2,1,2,1,12,2,14,1,248,9,11,19,276,1
2996,2997,0,0,16,3.727996,2013,3,2,2,2,1,11,15,26,6,272,17,117,301,590,0
874,875,0,15000000,0,16.018525,2013,1,1,2,3,1,7,14,21,1,157,38,17,295,490,1
2994,2995,0,0,0,7.438381,1992,9,1,1,1,1,7,17,24,2,123,0,18,351,474,1
1569,1570,1,0,0,8.948564999999999,1988,5,2,2,1,1,10,10,20,5,227,0,103,240,467,1
2668,2669,0,4900000,0,11.494907000000001,2016,7,2,1,3,1,15,17,32,6,354,56,128,371,781,1
2627,2628,0,1000000,0,10.07817,2015,4,2,1,2,1,11,41,52,18,242,22,318,1195,1459,1
1553,1554,0,0,0,4.548774,2011,10,2,1,2,1,18,10,28,2,484,42,32,224,750,1
120,121,1,90000000,0,8.345985,2001,8,4,1,1,3,16,10,26,1,304,0,23,178,482,1
2659,2660,0,10000000,0,6.830599,1985,3,3,1,3,1,13,4,17,4,276,37,57,97,410,1
809,810,1,75000000,0,18.311054000000002,2016,10,1,2,5,1,17,29,46,9,415,44,144,687,1146,1
2186,2187,0,74050,0,2.789574,2004,9,1,4,10,1,17,13,30,23,344,163,438,300,807,1
1618,1619,0,891000,0,0.17924600000000002,1998,2,1,1,0,2,1,1,2,1,17,0,20,25,42,1
313,314,0,0,0,5.339887999999999,2001,2,2,3,0,1,10,1,11,0,221,0,0,10,231,1
1562,1563,0,0,14,7.0740419999999995,2013,9,1,1,2,1,12,13,25,4,243,22,75,255,520,0
233,234,0,0,0,0.492745,2009,2,2,1,0,1,0,3,3,1,0,0,20,102,102,1
507,508,1,60000000,0,8.462363999999999,1998,3,3,1,2,1,31,106,137,5,673,22,77,2678,3373,1
1336,1337,0,0,0,12.140407000000002,1975,10,1,1,1,1,15,10,25,5,295,10,69,213,518,1
1385,1386,0,21000000,0,5.484379,2011,2,1,2,4,1,7,17,24,2,120,57,24,367,544,1
111,112,0,35000000,0,5.093704,2004,8,3,1,2,1,20,25,45,1,416,32,9,574,1022,1
1578,1579,1,28000000,0,17.26045,2010,3,2,2,2,1,26,42,68,14,582,26,272,1002,1610,1
410,411,1,18500000,0,21.761179000000002,1986,7,4,2,3,1,26,38,64,13,430,45,214,666,1141,1
218,219,1,0,16,2.972928,1980,8,1,1,3,1,16,7,23,9,359,52,155,147,558,0
2114,2115,0,15000000,0,6.7773259999999995,2012,9,2,1,5,1,20,21,41,12,465,72,173,473,1010,1
1307,1308,0,0,0,2.69722,2011,7,2,1,1,1,20,19,39,5,418,11,91,413,842,1
1080,1081,0,25000000,0,7.308161999999999,2001,12,7,1,3,1,23,18,41,12,508,54,226,350,912,1
759,760,0,23000000,0,9.604552,2007,8,5,1,5,1,42,58,100,12,870,71,223,1259,2200,1
911,912,0,3500000,4,1.333969,2016,6,2,1,1,3,2,4,6,3,27,19,52,92,138,1
807,808,0,0,13,4.433261,2011,9,2,2,3,1,24,23,47,6,535,48,105,542,1125,0
439,440,0,762241,19,4.860265,2016,9,1,2,3,1,28,24,52,1,783,61,8,549,1393,0
544,545,0,8000000,0,0.537378,1969,1,4,1,1,1,11,10,21,7,230,0,110,167,397,1
485,486,0,25000000,0,5.481452,2010,9,3,1,2,1,18,75,93,10,315,26,152,1824,2165,1
2475,2476,1,132000000,0,22.201607,2014,11,4,1,1,1,16,4,20,3,374,2,47,75,451,1
387,388,0,36000000,0,2.151436,1991,12,2,2,2,1,6,19,25,3,111,13,22,388,512,1
2916,2917,0,25000000,0,8.405395,2009,9,2,1,7,2,58,56,114,6,1489,97,126,1279,2865,1
1192,1193,0,15000000,0,7.603652,1997,12,2,1,3,2,16,29,45,19,303,23,309,557,883,1
1230,1231,1,15000,0,12.706424,2007,9,2,1,2,1,5,11,16,5,155,17,73,275,447,1
1210,1211,0,52000000,0,6.9061449999999995,2011,8,1,1,4,1,19,41,60,7,370,47,105,916,1333,1
1273,1274,0,13000000,0,6.236729,2001,6,2,1,2,2,15,22,37,11,289,27,182,450,766,1
1939,1940,1,1500000,0,6.241185,1984,11,4,1,1,2,16,14,30,3,313,8,62,314,635,1
2303,2304,0,12000000,0,15.698432999999998,1973,12,2,1,3,2,26,36,62,3,513,58,67,865,1436,1
930,931,1,28000000,0,10.445141,2003,3,1,2,5,1,21,50,71,5,515,60,70,1213,1788,1
135,136,0,2000000,0,1.372493,2006,6,3,1,4,1,9,19,28,13,219,63,258,447,729,1
1780,1781,0,5000000,0,12.158424,2000,5,3,2,6,1,17,17,34,6,339,93,91,278,710,1
2167,2168,1,103000000,0,25.085639,2013,5,1,1,2,1,32,92,124,2,729,15,27,2321,3065,1
1497,1498,1,5000000,0,10.510468,2009,5,3,1,3,3,10,35,45,12,189,39,214,814,1042,1
2256,2257,0,0,4,1.4841090000000001,1991,10,1,1,1,1,8,5,13,4,179,11,57,130,320,0
366,367,0,12000000,0,7.883710000000001,2014,4,1,1,3,1,10,15,25,3,205,45,44,286,536,1
2024,2025,1,20000000,0,10.044642,2009,4,3,1,3,1,96,86,182,22,2632,28,430,1977,4637,1
2897,2898,0,57000000,0,10.076222999999999,2001,9,3,1,5,1,16,10,26,5,326,96,74,186,608,1
29,30,0,45000000,0,7.81862,2002,4,4,1,1,1,11,8,19,4,186,0,59,166,352,1
2501,2502,0,0,0,3.724207,2012,12,3,1,2,1,12,2,14,7,232,36,157,29,297,1
2968,2969,1,25000000,0,6.514132,2005,10,4,1,1,2,11,2,13,4,188,8,85,36,232,1
1047,1048,0,15000000,0,10.527141,2006,4,5,3,4,3,24,58,82,5,650,47,70,1289,1986,1
2887,2888,1,23000000,0,10.337689,2001,10,3,1,5,1,28,15,43,7,695,51,158,280,1026,1
1421,1422,0,0,4,4.241058,2015,12,1,1,1,1,4,3,7,2,109,5,43,77,191,0
1488,1489,1,0,12,0.31843699999999997,2010,2,2,1,2,1,10,2,12,0,233,19,0,39,291,0
183,184,0,6000000,14,9.534232000000001,2010,9,3,2,2,1,26,9,35,13,583,27,222,233,843,0
1134,1135,0,0,4,3.408264,2014,5,1,1,1,2,11,6,17,2,283,8,27,180,471,1
188,189,0,180000000,0,16.088366,2008,6,2,1,3,1,32,52,84,1,780,19,16,1162,1961,1
420,421,0,30000000,0,11.43256,2011,5,3,2,5,4,43,66,109,12,933,72,200,1599,2604,1
170,171,1,0,0,9.021668,1985,3,2,1,2,1,13,8,21,8,278,36,154,155,469,1
1377,1378,1,37000000,0,7.387171,2001,8,3,1,3,1,85,10,95,9,2127,38,157,206,2371,1
460,461,0,0,6,1.899468,1986,2,2,1,1,3,8,6,14,6,180,11,90,141,332,0
43,44,0,6000000,0,9.383088,2014,9,1,1,3,1,32,12,44,5,781,55,79,258,1094,1
87,88,0,7500000,11,12.314278,1995,1,4,1,2,2,9,4,13,10,200,11,172,80,291,1
1322,1323,0,0,0,6.198003,2007,5,3,2,3,1,15,15,30,17,377,33,342,295,705,1
1740,1741,0,0,0,5.6696599999999995,1979,8,2,1,3,1,9,17,26,2,184,50,29,397,631,1
705,706,0,1000000,0,17.911314,1954,8,3,1,1,1,20,16,36,10,425,0,171,325,750,1
903,904,0,0,0,1.833948,1984,3,5,1,1,1,12,4,16,5,262,8,84,88,358,1
282,283,0,12000000,0,1.575026,1998,10,3,1,2,1,8,11,19,4,159,5,67,176,340,1
2458,2459,0,0,0,9.449103,2016,4,4,1,4,1,12,28,40,4,301,54,39,667,1022,1
693,694,0,5000000,0,13.524048,2014,10,4,1,2,1,17,9,26,1,330,34,11,231,595,1
2089,2090,0,50000000,0,12.280827,2001,3,3,2,3,1,27,70,97,4,588,35,61,1756,2379,0
2066,2067,0,2000000,8,5.958138,2000,6,2,1,2,1,25,59,84,10,407,19,195,1403,1829,0
257,258,0,1000000,0,1.1575819999999999,1956,11,5,1,1,1,14,17,31,1,277,0,9,314,591,1
2644,2645,1,105000000,0,14.412644,1997,11,4,1,3,1,20,46,66,13,407,50,187,1012,1469,1
2594,2595,0,0,32,3.485214,2013,7,2,1,8,2,7,6,13,0,190,127,0,110,427,0
2442,2443,0,50000000,0,8.176147,2009,3,6,1,2,1,45,10,55,9,1075,11,174,214,1300,1
2883,2884,1,30000000,0,9.863584,2008,7,4,2,4,1,0,0,0,5,0,46,90,0,46,1
1216,1217,0,0,0,10.273978999999999,1986,8,2,1,1,1,13,16,29,10,279,8,203,367,654,1
1041,1042,0,56000000,0,7.81645,2005,3,5,2,2,2,76,14,90,8,1833,6,139,251,2090,1
2453,2454,0,15000000,0,7.665431,2004,9,1,1,4,1,17,10,27,11,377,24,194,185,586,1
149,150,0,25000000,0,5.405958,2012,3,3,2,9,1,9,54,63,4,219,201,81,1296,1716,1
1736,1737,1,5000000,0,5.957998,2016,4,1,1,1,1,10,9,19,1,218,26,14,231,475,1
2358,2359,0,0,0,2.255032,1999,2,2,1,2,1,29,37,66,0,676,37,0,1012,1725,1
2392,2393,1,5000000,14,4.281103,2002,11,3,1,1,1,15,16,31,5,301,10,62,311,622,0
2441,2442,0,3000000,0,4.947043,1984,11,3,1,3,1,17,10,27,3,357,62,39,251,670,1
2112,2113,0,0,0,5.997712,1993,8,1,1,2,1,28,17,45,6,545,31,98,301,877,1
2417,2418,0,3000000,0,12.416635000000001,1971,6,2,1,2,3,36,14,50,11,889,10,177,245,1144,1
134,135,0,10000000,0,11.840494999999999,2007,9,2,1,3,1,30,8,38,9,669,43,138,141,853,1
2930,2931,0,16000000,0,15.15267,1987,9,5,1,3,1,27,18,45,6,442,50,123,319,811,1
831,832,0,12000000,0,8.032616,2008,11,2,2,3,1,47,14,61,2,1416,44,16,240,1700,1
1800,1801,0,5,0,0.0018800000000000002,1999,1,3,3,0,2,0,2,2,0,0,0,0,40,40,1
2929,2930,0,32000000,0,11.428941,2004,10,5,2,2,4,6,28,34,22,101,7,336,609,717,1
2988,2989,0,0,15,0.9845149999999999,2002,5,1,1,1,1,4,2,6,4,132,12,62,51,195,0
1898,1899,0,0,0,2.1157529999999998,1990,2,3,1,2,1,7,8,15,6,114,25,95,175,314,1
864,865,0,0,0,1.489895,2005,9,1,1,2,2,18,15,33,1,471,30,9,304,805,1
528,529,0,78146652,0,9.097953,2009,3,3,2,4,4,34,52,86,1,796,54,7,1468,2318,1
2219,2220,0,3000000,0,6.070216,2009,5,1,2,4,1,29,24,53,23,804,48,397,554,1406,1
430,431,0,10000000,0,6.7377970000000005,2016,3,1,1,1,1,70,24,94,3,2010,12,55,519,2541,1
2743,2744,0,50000000,0,10.738888000000001,2003,10,3,1,3,1,12,109,121,4,208,40,55,2777,3025,1
1744,1745,0,50000000,0,17.887943,2014,10,1,1,4,1,16,39,55,3,351,66,39,860,1277,1
610,611,0,12000000,0,7.075533999999999,1987,8,5,1,4,3,21,19,40,5,474,64,87,417,955,1
949,950,0,13000000,0,1.884204,1986,4,2,1,1,1,18,13,31,3,460,5,47,231,696,1
2811,2812,0,11500000,0,8.719145,2008,12,2,1,2,1,13,2,15,0,306,19,0,24,349,1
221,222,0,0,0,8.358541,1992,11,2,1,2,1,5,6,11,2,106,9,22,135,250,1
1915,1916,0,0,4,2.156134,2012,11,1,1,1,1,29,14,43,0,854,5,0,427,1286,0
2411,2412,1,60000000,0,11.970205,1994,11,2,1,1,2,15,18,33,7,243,6,80,251,500,1
1036,1037,1,280379,0,8.913793,1966,1,1,1,2,1,14,14,28,8,244,12,121,287,543,1
2645,2646,0,0,0,0.504,2014,4,1,1,1,1,4,4,8,0,85,5,0,112,202,0
932,933,0,57000000,0,11.626116,1993,10,3,1,2,1,22,124,146,25,467,37,500,2842,3346,1
2555,2556,0,0,0,0.884526,2002,5,2,1,1,1,9,3,12,5,202,19,88,45,266,1
173,174,1,11000000,0,8.929393,1991,8,1,1,2,1,15,14,29,6,363,18,95,340,721,1
565,566,0,0,0,3.9395569999999998,2009,11,2,1,0,2,9,2,11,2,174,0,21,33,207,1
1960,1961,0,24000000,0,9.526781,1999,12,1,1,3,1,19,32,51,10,451,33,220,679,1163,1
812,813,1,33000000,0,11.840557,1998,9,4,1,1,1,22,17,39,7,458,0,166,267,725,1
2687,2688,0,2000000,4,8.066663,1985,4,2,1,1,1,8,7,15,9,145,0,139,99,244,0
958,959,0,50000000,0,10.246172999999999,2011,7,3,1,1,1,28,41,69,7,633,10,135,981,1624,1
527,528,0,62000000,0,6.258666000000001,2008,6,2,3,3,1,19,17,36,13,368,34,266,322,724,1
1413,1414,0,0,0,2.616309,1991,8,1,1,3,1,12,8,20,5,225,48,89,136,409,1
1611,1612,0,73000000,0,11.604533,1998,8,2,2,4,2,23,78,101,8,474,55,140,1975,2504,1
272,273,0,12000000,0,5.845712000000001,1990,10,2,1,3,1,23,9,32,4,493,35,65,150,678,1
926,927,1,40000000,0,7.473717999999999,1999,2,3,1,3,1,16,77,93,7,315,42,130,1907,2264,1
1739,1740,0,38000000,0,6.456233,1997,12,2,1,1,1,24,9,33,5,503,0,67,121,624,1
847,848,0,24000000,0,2.8188020000000003,1997,11,1,1,1,1,8,16,24,7,114,0,104,298,412,1
952,953,0,0,0,0.985785,1967,7,2,1,1,1,6,10,16,0,94,14,0,180,288,1
1620,1621,0,55000000,0,15.178338,1995,7,4,1,2,2,16,16,32,5,316,12,102,259,587,1
2999,3000,0,35000000,0,10.512108999999999,2011,9,3,1,6,1,34,48,82,14,792,106,186,1157,2055,1
2315,2316,0,5500000,0,6.1492949999999995,2014,1,2,1,3,1,27,11,38,5,653,35,97,248,936,1
