,id,belongs_to_collection_True,budget,language_enc,popularity,status_Released,year,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish,revenue,log_budget,log_revenue
834,835,0,30000000,0,10.778027999999999,1,2011,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,17,22,39,10,346,32,202,405,783,1,36160375,7.477121254719663,7.558232925663565
835,836,0,0,0,0.9127299999999999,1,1990,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,5,2,7,5,54,39,61,41,134,1,1305887,0.0,6.115905598531961
836,837,0,0,0,8.870325,1,2010,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,10,15,25,1,212,33,20,292,537,1,21520719,0.0,7.33285677686964
837,838,1,150000000,0,29.36178,1,2015,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,3,1,60,76,136,11,1583,42,213,1966,3591,1,378858340,8.176091259055681,8.57847685203447
838,839,0,0,0,7.464981,1,2006,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,8,3,11,8,140,5,122,47,192,1,16803753,0.0,7.225406289176035
839,840,0,4000000,0,5.296777,1,1988,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,13,21,34,0,289,13,0,445,747,1,9797098,6.6020599913279625,6.991097452301859
840,841,0,10721568,1,1.68625,1,2016,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,9,19,28,4,208,35,64,460,703,0,2978994,7.03025830438193,6.474069628502216
841,842,0,0,0,4.581576999999999,1,2006,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,21,30,51,5,459,35,86,652,1146,1,11449638,0.0,7.058791755925887
842,843,0,0,0,0.727837,1,2000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,2,10,2,12,0,210,38,0,31,279,1,369975,0.0,5.568172378853841
843,844,0,20000000,0,5.219666999999999,1,2013,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,22,3,25,2,563,11,29,77,651,1,27187375,7.301029995663981,7.434367277537883
844,845,1,355000,0,7.503125999999999,1,1931,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,26,14,40,13,610,0,226,210,820,1,1012189,5.550228353055094,6.005261613287668
845,846,1,54000000,0,17.185349,1,1990,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,4,38,24,62,11,864,0,118,416,1280,1,136766062,7.732393759822968,8.135978342159676
846,847,0,20000000,0,16.01076,1,2016,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,2,96,84,180,12,2701,60,223,2192,4953,1,7227038,7.301029995663981,6.858960338258469
847,848,0,24000000,0,2.8188020000000003,1,1997,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,16,24,7,114,0,104,298,412,1,2642983,7.380211241711606,6.422094369703812
848,849,0,6400000,1,1.8561009999999998,1,2013,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,16,19,35,4,394,38,72,484,916,0,18000000,6.8061799739838875,7.2552725051033065
849,850,0,1,0,8.159556,1,1936,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,36,20,56,10,643,5,176,372,1020,1,8500000,0.0,6.929418925714293
850,851,0,6000000,0,9.424157000000001,1,2006,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,4,16,38,54,11,301,114,158,727,1142,1,48027970,6.778151250383644,7.681494230685814
851,852,0,15000000,0,2.936443,1,1996,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,7,3,10,1,138,18,8,67,223,1,2042530,7.176091259055681,6.310168444023927
852,853,0,0,0,13.177741000000001,1,2016,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,26,6,32,4,780,51,82,127,958,1,152761,0.0,5.184012492677586
853,854,0,0,0,6.853782000000001,1,1986,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,21,4,25,11,428,0,170,63,491,1,36611610,0.0,7.563618827454096
854,855,0,2196531,22,0.947509,1,2005,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,6,3,9,3,113,10,37,75,198,0,2411594,6.341737336913397,6.382304194678249
855,856,0,0,0,1.199003,1,2008,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,10,15,4,72,10,69,198,280,1,887029,0.0,5.947937818630028
856,857,0,7000000,0,11.37237,1,2003,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,13,14,27,10,266,8,162,271,545,1,10000000,6.845098040014257,7.0
857,858,1,59000000,0,17.328902,1,2002,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,18,58,76,16,367,42,312,1188,1597,1,383257136,7.770852011642144,8.583490249884067
858,859,0,9750000,0,11.387338,1,2008,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,1,32,80,112,6,693,57,79,2258,3008,1,558000,6.989004615698537,5.746634198937579
859,860,0,13000000,0,5.532019999999999,1,1988,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,3,1,18,22,40,21,418,33,400,433,884,1,8038508,7.113943352306837,6.9051754483135275
860,861,0,24000000,0,4.197544000000001,1,2001,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,11,5,16,15,246,50,245,103,399,1,14782676,7.380211241711606,7.16975305833739
861,862,0,17000000,0,12.01525,1,2013,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,14,51,65,4,314,50,72,1259,1623,1,97542952,7.230448921378274,7.989195894764988
862,863,0,0,0,0.007294,1,2011,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,11,23,1,300,7,20,358,665,1,26488,0.0,4.423049167744012
863,864,0,0,0,2.2013700000000003,1,2015,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,6,11,17,4,173,55,60,263,491,1,2642899,0.0,6.422080566619867
864,865,0,0,0,1.489895,1,2005,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,18,15,33,1,471,30,9,304,805,1,634074,0.0,5.8021399454468074
865,866,0,50000000,0,5.91265,1,2006,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,14,5,19,8,238,66,133,96,400,1,9448082,7.698970004336019,6.975343653868051
866,867,0,151000,23,1.879162,1,1960,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,3,12,4,16,2,309,28,16,64,401,1,8000000,5.17897694729317,6.903089986991944
867,868,0,0,0,1.404434,1,1991,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,19,8,27,13,422,32,213,160,614,1,135893,0.0,5.133197086315493
868,869,0,88000000,0,6.363884,1,2005,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,5,1,68,45,113,15,1585,44,253,982,2611,1,108539911,7.944482672150168,8.03558946113304
869,870,0,31000000,0,15.672195,1,2006,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,35,32,67,9,801,127,153,712,1640,1,28000000,7.491361693834273,7.447158031342219
870,871,0,4000000,0,6.7371419999999995,1,2007,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,31,3,34,9,634,4,173,69,707,1,6101046,6.6020599913279625,6.785404299450813
871,872,1,0,17,6.065049,1,2009,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,15,2,17,0,266,17,0,40,323,0,48720000,0.0,7.687707279624819
872,873,0,0,0,1.6899259999999998,1,2007,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,8,4,12,0,175,0,0,83,258,1,3106835,0.0,6.492318189047595
873,874,0,50000000,0,6.752119,1,1995,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,2,1,11,10,21,6,160,12,81,247,419,1,10382407,7.698970004336019,7.016298049623697
874,875,0,15000000,0,16.018525,1,2013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,7,14,21,1,157,38,17,295,490,1,146497771,7.176091259055681,8.165831016841906
875,876,0,36000000,0,7.926621000000001,1,1997,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,1,15,16,31,21,267,21,396,252,540,1,50159144,7.556302500767287,7.700350116354386
876,877,0,0,0,3.043177,1,1985,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,15,2,17,4,407,0,71,34,441,1,42160849,0.0,7.624909347752466
877,878,0,50000000,0,9.995617,1,2011,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,2,1,20,85,105,3,457,11,79,2186,2654,1,38502340,7.698970004336019,7.585487124786566
878,879,1,0,0,8.207548,1,1998,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,16,17,33,6,324,18,90,342,684,1,3572443,0.0,6.552965308146575
879,880,0,13000000,0,11.293560000000001,1,2013,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,13,26,39,3,301,64,41,572,937,1,48065672,7.113943352306837,7.68183501850603
880,881,0,7700000,0,6.9146149999999995,1,2011,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,11,1,14,55,69,11,289,201,203,1397,1887,1,1072602,6.886490725172482,6.030438602423948
881,882,1,200000000,0,17.285093,1,2010,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,35,24,59,7,726,54,104,474,1254,1,1025491110,8.301029995663981,9.0109318998144
882,883,1,57000000,0,9.421301,1,2011,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,7,1,11,35,46,10,243,95,178,811,1149,1,149217355,7.7558748556724915,8.173819337495923
883,884,0,25000000,0,14.31675,1,2012,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6,1,16,56,72,22,396,90,495,1285,1771,1,77278331,7.3979400086720375,7.888057733939043
884,885,1,0,12,2.115609,1,2013,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5,3,8,0,109,3,0,51,163,0,18315000,0.0,7.262806923000563
885,886,1,0,0,6.970037,1,1978,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,2,16,10,26,1,302,44,7,219,565,1,49579269,0.0,7.695300119212629
886,887,0,0,0,0.223633,1,2012,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,4,3,7,0,89,28,0,63,180,0,306,0.0,2.48572142648158
887,888,0,20000000,0,10.680121,1,2008,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,13,6,19,13,299,5,202,96,400,1,54586584,7.301029995663981,7.737085917233803
888,889,1,5000000,0,6.719949000000001,1,2002,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,5,2,16,9,25,17,352,62,281,160,574,1,368744044,6.698970004336019,8.566725014263984
889,890,0,0,0,1.818561,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,6,1,23,59,82,4,555,83,47,1389,2027,1,13102295,0.0,7.117347373406855
890,891,0,0,0,1.698895,1,1989,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,6,11,17,4,101,30,76,198,329,1,8125592,0.0,6.909855011862272
891,892,0,37000000,0,10.722672,1,1986,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,2,2,10,11,21,6,176,3,105,194,373,1,37962774,7.568201724066995,7.579357939500141
892,893,0,0,0,2.564695,1,2011,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,4,5,48,8,95,19,75,1,386749,0.0,5.58742919943658
893,894,0,25000000,0,6.570917999999999,1,1999,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,2,14,4,18,5,308,42,73,64,414,1,13000000,7.3979400086720375,7.113943352306837
894,895,0,50000000,0,6.824871000000001,1,2001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,7,4,16,107,123,5,303,75,77,2601,2979,1,100020092,7.698970004336019,8.000087249682494
895,896,0,0,0,3.507084,1,1978,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,3,17,13,30,8,336,6,132,286,628,1,5438927,0.0,6.735513229855815
896,897,1,12000000,0,14.21769,1,2006,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,4,1,114,30,144,6,2875,75,99,661,3611,1,114194847,7.079181246047625,8.057646506975003
897,898,0,20000000,0,8.157587,1,1985,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,2,1,15,19,34,9,289,22,123,330,641,1,18432000,7.301029995663981,7.265572461743118
898,899,0,0,0,5.7873339999999995,1,2006,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,3,35,36,71,4,716,42,65,867,1625,1,16627188,0.0,7.220818807286544
899,900,0,12000000,10,1.323587,1,2007,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,24,17,41,3,629,12,54,393,1034,0,19000000,7.079181246047625,7.278753600952829
900,901,0,20000000,0,11.112153,1,2012,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6,2,22,20,42,3,480,92,44,476,1048,1,16863583,7.301029995663981,7.22694985450031
901,902,0,0,4,1.5688389999999999,1,2014,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,3,4,5,18,113,104,90,221,0,52164,0.0,4.717370886238462
902,903,1,185000000,0,12.577266,1,2008,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,38,14,52,16,887,0,303,188,1075,1,786636033,8.267171728403014,8.895773836015566
903,904,0,0,0,1.833948,1,1984,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,12,4,16,5,262,8,84,88,358,1,14134877,0.0,7.1502920336636215
904,905,0,100000000,0,13.473381,1,2005,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,15,38,53,14,328,33,252,769,1130,1,202026112,8.0,8.305407505905087
905,906,0,16000000,0,8.34322,1,1989,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,16,18,34,7,359,16,77,308,683,1,92823546,7.204119982655925,7.967658155106682
906,907,1,250000000,0,20.58258,1,2012,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,4,1,0,0,0,21,0,82,408,0,82,1,1084939099,8.397940008672037,9.03540536057113
907,908,0,31000000,0,14.004074,1,1985,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,17,21,38,3,279,5,74,322,606,1,128499205,7.491361693834273,8.108900440778744
908,909,0,9600000,0,6.133744999999999,1,2015,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,42,4,46,5,904,59,100,49,1012,1,2541554,6.982271233039568,6.405099341523625
909,910,0,0,0,6.770051,1,2012,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,3,1,41,43,84,2,1098,38,40,1045,2181,1,30668,0.0,4.4866854545841965
910,911,0,0,2,4.333616999999999,1,2013,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,7,0,123,8,0,27,158,0,2340,0.0,3.369215857410143
911,912,0,3500000,4,1.333969,1,2016,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,4,6,3,27,19,52,92,138,1,1492523,6.544068044350276,6.173921032395121
912,913,0,25000000,0,11.829231,1,2013,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,13,2,15,5,272,66,85,35,373,1,2054941,7.3979400086720375,6.312799357237748
913,914,0,50000000,0,7.661239999999999,1,1997,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,2,11,18,29,11,144,24,161,259,427,1,50068310,7.698970004336019,7.699562932520115
914,915,0,9000000,0,8.475983,1,2016,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,3,3,3,26,35,61,9,596,51,133,991,1638,1,4600000,6.954242509439325,6.662757831681574
915,916,1,0,14,7.916658,1,2012,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,1,11,5,16,4,265,47,53,118,430,0,61700000,0.0,7.790285164033242
916,917,0,6500000,0,8.344282000000002,1,1999,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,17,8,25,7,353,0,152,151,504,1,28451622,6.812913356642856,7.454107030153584
917,918,0,0,0,1.679042,1,1994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,4,17,0,220,10,0,51,281,1,3662459,0.0,6.56377277160833
918,919,0,940000,10,0.739665,1,2015,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,2,2,9,13,22,5,209,22,100,348,579,0,5100000,5.973127853599698,6.707570176097937
919,920,0,0,0,1.047417,1,1987,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,7,5,12,1,98,0,7,102,200,1,3832228,0.0,6.583451339706148
920,921,1,0,0,5.3837660000000005,1,1987,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,11,2,13,31,220,97,579,28,345,1,2683519,0.0,6.428704674549809
921,922,1,5000000,0,6.585405000000001,1,1989,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,19,12,31,16,450,8,312,266,724,1,11642254,6.698970004336019,7.066037070090166
922,923,1,0,0,10.177977,1,1995,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,15,23,38,8,318,0,132,572,890,1,35348597,0.0,7.548372181152722
923,924,0,7000000,0,7.2189570000000005,1,1991,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,13,2,15,1,223,52,8,18,293,1,191125,6.845098040014257,5.281317498420377
924,925,0,0,8,1.926826,1,2013,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,21,15,36,6,543,145,100,383,1071,0,850259,0.0,5.929551237640514
925,926,0,5000000,0,7.392294000000001,1,2014,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,10,6,16,3,162,79,50,168,409,1,75143,6.698970004336019,4.875888529793606
926,927,1,40000000,0,7.473717999999999,1,1999,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,1,16,77,93,7,315,42,130,1907,2264,1,96618699,7.6020599913279625,7.985061185283341
927,928,0,195000000,0,11.606061,1,2013,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,6,1,46,108,154,2,1086,79,49,2848,4013,1,197687603,8.290034611362518,8.295979435537737
928,929,0,0,0,5.093586,1,2013,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,10,9,19,1,207,12,17,164,383,1,641,0.0,2.8068580295188172
929,930,0,5000000,0,9.841623,1,1981,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,1,37,16,53,12,765,4,189,261,1030,1,42365581,6.698970004336019,7.627013166682092
930,931,1,28000000,0,10.445141,1,2003,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,21,50,71,5,515,60,70,1213,1788,1,58795814,7.447158031342219,7.769346407344592
931,932,0,143149,24,0.091951,1,2015,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,16,9,25,0,417,48,0,244,709,0,645135,5.1557883185050235,5.809650603968975
932,933,0,57000000,0,11.626116,1,1993,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,22,124,146,25,467,37,500,2842,3346,1,159055768,7.7558748556724915,8.201549422988496
933,934,0,163000000,0,10.958669,1,2011,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,9,1,23,127,150,11,549,138,197,3102,3789,1,174822325,8.212187604403958,8.242596891714925
934,935,1,40000000,0,49.247505,1,2017,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,2,0,0,0,6,0,40,100,0,40,1,171539887,7.6020599913279625,8.234365119655049
935,936,0,0,0,6.816275999999999,1,1987,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,10,3,13,5,190,13,60,63,266,1,4215859,0.0,6.624886077407063
936,937,0,0,10,0.569463,1,2015,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,16,16,32,4,338,45,68,389,772,0,14000000,0.0,7.146128035678238
937,938,0,0,0,1.54105,1,2013,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,45,10,55,1,998,9,11,222,1229,0,37884,0.0,4.578455827939842
938,939,0,1500000,0,5.875708,1,2012,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,11,13,24,0,257,19,0,272,548,1,1938,6.176091259055681,3.2873537727147464
939,940,0,558000,0,1.41344,1,1931,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,1,16,11,27,2,320,5,14,249,574,1,2227000,5.746634198937579,6.3477202170340385
940,941,0,8000000,0,5.052049,1,2006,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,29,30,59,3,749,72,33,751,1572,1,18948425,6.903089986991944,7.277573117088473
941,942,0,180000000,0,19.467404000000002,1,2014,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,1,3,1,82,14,96,9,1966,23,225,302,2291,1,758539785,8.255272505103306,8.879978364229979
942,943,0,2000000,0,12.792394,1,2014,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,1,12,27,39,12,245,50,240,666,961,1,4635300,6.301029995663981,6.666077847246061
943,944,1,0,14,6.080108,1,2001,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,2,0,1,4,17,21,3,75,0,38,350,425,0,28023563,0.0,7.447523351965633
944,945,0,16000000,2,4.136356,1,2009,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,2,13,13,26,15,289,41,267,319,649,1,11301649,7.204119982655925,7.053141815107493
945,946,0,35000000,0,4.386145,1,2008,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,2,14,1,248,9,11,19,276,1,43650785,7.544068044350276,7.639992058307403
946,947,0,100000000,0,12.845044999999999,1,2010,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,4,11,5,46,30,76,5,1006,155,70,620,1781,1,278731369,8.0,8.445185847855653
947,948,0,0,0,1.9541529999999998,1,1994,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,12,14,0,35,33,0,266,334,1,124693,0.0,5.0958420737936745
948,949,1,44000000,0,11.924462,1,1985,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,2,19,26,45,20,424,28,361,539,991,1,300400432,7.643452676486188,8.477700552883
949,950,0,13000000,0,1.884204,1,1986,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,18,13,31,3,460,5,47,231,696,1,8475466,7.113943352306837,6.928163586009607
950,951,0,40000000,4,5.996407,1,1992,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,8,5,13,2,119,10,44,86,215,1,8251071,7.6020599913279625,6.9165103242107255
951,952,0,25530000,0,4.5570059999999994,1,1996,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,7,2,9,4,131,43,50,50,224,1,20080020,7.407050814804251,7.302764141036992
952,953,0,0,0,0.985785,1,1967,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,6,10,16,0,94,14,0,180,288,1,1000000,0.0,6.0
953,954,0,17000000,0,7.812646000000001,1,2012,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,4,2,49,3,52,3,1056,54,61,27,1137,1,73244881,7.230448921378274,7.864777277747814
954,955,0,0,0,12.945544,1,2015,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,2,7,2,8,20,28,5,175,168,76,461,804,1,1982505,0.0,6.297214291308517
955,956,0,13000000,0,5.138408999999999,1,2012,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,3,11,2,196,0,36,64,260,1,1832541,7.113943352306837,6.263053700025071
956,957,0,0,0,5.416273,1,2015,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,11,17,28,5,375,30,92,523,928,1,1301696,0.0,6.114509570301285
957,958,0,2600000,5,3.501564,1,2004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,2,2,36,21,57,7,959,27,107,499,1485,1,1479042,6.414973347970818,6.169980506727963
958,959,0,50000000,0,10.246172999999999,1,2011,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,28,41,69,7,633,10,135,981,1624,1,142851197,7.698970004336019,8.154883883838936
959,960,0,0,0,11.492174,1,1987,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,2,1,14,19,33,4,329,8,74,388,725,1,65088797,0.0,7.813506244792923
