,id,belongs_to_collection_True,budget,language_enc,popularity,status_Released,year,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish,revenue
800,801,0,5000000,0,8.585856,1,2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,5,1,19,44,63,5,434,119,87,1071,1624,1,58978653
801,802,0,3000000,0,12.822085000000001,1,2016,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,5,5,1,22,15,37,4,581,84,83,364,1029,1,14016568
802,803,0,7000000,0,3.18614,1,2010,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,16,19,35,2,373,73,33,352,798,1,453079
803,804,0,15000000,0,11.179855,1,1973,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,15,15,30,13,305,7,215,338,650,1,32056467
804,805,1,20000000,0,10.605851,1,2003,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,9,10,19,14,149,56,239,266,471,1,135680000
805,806,0,14000000,0,11.535478,1,2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,11,1,18,8,26,3,388,223,52,149,760,1,13551174
806,807,1,3000000,0,7.3510279999999995,1,2001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,16,6,22,12,338,19,218,105,462,1,18492362
807,808,0,0,13,4.433261,1,2011,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,24,23,47,6,535,48,105,542,1125,0,138730
808,809,0,0,0,13.567726,1,2013,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,2,1,6,26,32,3,117,36,43,618,771,1,32846
809,810,1,75000000,0,18.311054000000002,1,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,1,17,29,46,9,415,44,144,687,1146,1,220021259
810,811,0,42000000,0,9.874042999999999,1,1999,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,2,27,11,38,15,425,46,238,139,610,1,363889678
811,812,0,0,0,5.50751,1,1985,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,2,6,4,67,36,88,29,132,1,1400000
812,813,1,33000000,0,11.840557,1,1998,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,22,17,39,7,458,0,166,267,725,1,244386864
813,814,0,15000000,0,3.94159,1,2006,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,8,3,11,1,131,28,13,22,181,1,21000000
814,815,1,50000000,0,12.229381,1,1996,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,2,1,17,33,50,7,333,14,104,686,1033,1,42277365
815,816,0,32000000,0,11.119707,1,2005,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,1,15,35,50,16,127,32,245,700,859,1,60740827
816,817,0,12000000,0,9.592265,1,1996,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,17,10,27,5,375,30,65,238,643,1,41205099
817,818,0,100000,0,1.522753,1,1972,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,1,5,9,14,8,98,18,150,177,293,1,22000000
818,819,1,0,0,14.307672,1,2015,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,27,12,39,5,711,54,116,309,1074,1,233755553
819,820,0,1000000,0,2.678923,1,2001,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,8,8,16,1,135,4,9,152,291,1,2402459
820,821,0,4000000,0,5.350658,1,2013,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,2,1,23,37,60,12,642,10,201,1026,1678,1,9221
821,822,0,886000,0,6.5075970000000005,1,1936,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,9,16,25,2,158,0,13,396,554,1,2600000
822,823,0,50000000,0,9.082538000000001,1,2004,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,18,13,31,3,326,0,26,262,588,1,170128460
823,824,0,0,0,9.555852,1,1962,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,2,9,13,22,6,171,31,91,269,471,1,1250000
824,825,0,110000000,0,8.555544,1,2004,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,21,76,97,3,478,0,47,2005,2483,1,103951461
825,826,1,2700000,0,7.048957000000001,1,2004,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,2,10,15,25,9,158,31,107,235,424,1,15992615
826,827,0,3860000,7,8.959821,1,2013,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,6,3,14,10,24,4,298,97,76,197,592,0,64076736
827,828,0,10000000,7,3.7593010000000002,1,2015,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,9,2,11,0,206,52,0,55,313,0,150000000
828,829,0,54000000,0,11.415316,1,2003,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,18,27,45,8,377,44,122,549,970,1,7266209
829,830,0,500000,0,0.892007,1,2009,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,5,2,7,0,112,0,0,40,152,1,11276
830,831,0,6000000,0,2.447359,1,1976,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,1,10,18,28,3,223,31,39,288,542,1,161000000
831,832,0,12000000,0,8.032616,1,2008,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,47,14,61,2,1416,44,16,240,1700,1,3148182
832,833,1,150000000,0,28.505340999999998,1,2005,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,3,113,137,250,27,2905,123,536,3404,6432,1,374218673
833,834,1,14500000,4,5.892859,1,2003,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,33,7,40,4,797,7,64,125,929,0,65497208
834,835,0,30000000,0,10.778027999999999,1,2011,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,17,22,39,10,346,32,202,405,783,1,36160375
835,836,0,0,0,0.9127299999999999,1,1990,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,5,2,7,5,54,39,61,41,134,1,1305887
836,837,0,0,0,8.870325,1,2010,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,10,15,25,1,212,33,20,292,537,1,21520719
837,838,1,150000000,0,29.36178,1,2015,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,3,1,60,76,136,11,1583,42,213,1966,3591,1,378858340
838,839,0,0,0,7.464981,1,2006,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,8,3,11,8,140,5,122,47,192,1,16803753
839,840,0,4000000,0,5.296777,1,1988,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,13,21,34,0,289,13,0,445,747,1,9797098
840,841,0,10721568,1,1.68625,1,2016,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,9,19,28,4,208,35,64,460,703,0,2978994
841,842,0,0,0,4.581576999999999,1,2006,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,21,30,51,5,459,35,86,652,1146,1,11449638
842,843,0,0,0,0.727837,1,2000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,2,10,2,12,0,210,38,0,31,279,1,369975
843,844,0,20000000,0,5.219666999999999,1,2013,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,22,3,25,2,563,11,29,77,651,1,27187375
844,845,1,355000,0,7.503125999999999,1,1931,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,26,14,40,13,610,0,226,210,820,1,1012189
845,846,1,54000000,0,17.185349,1,1990,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,4,38,24,62,11,864,0,118,416,1280,1,136766062
846,847,0,20000000,0,16.01076,1,2016,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,2,96,84,180,12,2701,60,223,2192,4953,1,7227038
847,848,0,24000000,0,2.8188020000000003,1,1997,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,16,24,7,114,0,104,298,412,1,2642983
848,849,0,6400000,1,1.8561009999999998,1,2013,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,16,19,35,4,394,38,72,484,916,0,18000000
849,850,0,1,0,8.159556,1,1936,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,36,20,56,10,643,5,176,372,1020,1,8500000
850,851,0,6000000,0,9.424157000000001,1,2006,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,4,16,38,54,11,301,114,158,727,1142,1,48027970
851,852,0,15000000,0,2.936443,1,1996,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,7,3,10,1,138,18,8,67,223,1,2042530
852,853,0,0,0,13.177741000000001,1,2016,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,26,6,32,4,780,51,82,127,958,1,152761
853,854,0,0,0,6.853782000000001,1,1986,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,21,4,25,11,428,0,170,63,491,1,36611610
854,855,0,2196531,22,0.947509,1,2005,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,6,3,9,3,113,10,37,75,198,0,2411594
855,856,0,0,0,1.199003,1,2008,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,10,15,4,72,10,69,198,280,1,887029
856,857,0,7000000,0,11.37237,1,2003,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,13,14,27,10,266,8,162,271,545,1,10000000
857,858,1,59000000,0,17.328902,1,2002,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,18,58,76,16,367,42,312,1188,1597,1,383257136
858,859,0,9750000,0,11.387338,1,2008,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,1,32,80,112,6,693,57,79,2258,3008,1,558000
859,860,0,13000000,0,5.532019999999999,1,1988,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,3,1,18,22,40,21,418,33,400,433,884,1,8038508
860,861,0,24000000,0,4.197544000000001,1,2001,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,11,5,16,15,246,50,245,103,399,1,14782676
861,862,0,17000000,0,12.01525,1,2013,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,14,51,65,4,314,50,72,1259,1623,1,97542952
862,863,0,0,0,0.007294,1,2011,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,11,23,1,300,7,20,358,665,1,26488
863,864,0,0,0,2.2013700000000003,1,2015,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,6,11,17,4,173,55,60,263,491,1,2642899
864,865,0,0,0,1.489895,1,2005,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,18,15,33,1,471,30,9,304,805,1,634074
865,866,0,50000000,0,5.91265,1,2006,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,14,5,19,8,238,66,133,96,400,1,9448082
866,867,0,151000,23,1.879162,1,1960,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,3,12,4,16,2,309,28,16,64,401,1,8000000
867,868,0,0,0,1.404434,1,1991,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,19,8,27,13,422,32,213,160,614,1,135893
868,869,0,88000000,0,6.363884,1,2005,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,5,1,68,45,113,15,1585,44,253,982,2611,1,108539911
869,870,0,31000000,0,15.672195,1,2006,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,35,32,67,9,801,127,153,712,1640,1,28000000
870,871,0,4000000,0,6.7371419999999995,1,2007,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,31,3,34,9,634,4,173,69,707,1,6101046
871,872,1,0,17,6.065049,1,2009,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,15,2,17,0,266,17,0,40,323,0,48720000
872,873,0,0,0,1.6899259999999998,1,2007,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,8,4,12,0,175,0,0,83,258,1,3106835
873,874,0,50000000,0,6.752119,1,1995,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,2,1,11,10,21,6,160,12,81,247,419,1,10382407
874,875,0,15000000,0,16.018525,1,2013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,7,14,21,1,157,38,17,295,490,1,146497771
875,876,0,36000000,0,7.926621000000001,1,1997,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,1,15,16,31,21,267,21,396,252,540,1,50159144
876,877,0,0,0,3.043177,1,1985,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,15,2,17,4,407,0,71,34,441,1,42160849
877,878,0,50000000,0,9.995617,1,2011,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,2,1,20,85,105,3,457,11,79,2186,2654,1,38502340
878,879,1,0,0,8.207548,1,1998,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,16,17,33,6,324,18,90,342,684,1,3572443
879,880,0,13000000,0,11.293560000000001,1,2013,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,13,26,39,3,301,64,41,572,937,1,48065672
880,881,0,7700000,0,6.9146149999999995,1,2011,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,11,1,14,55,69,11,289,201,203,1397,1887,1,1072602
881,882,1,200000000,0,17.285093,1,2010,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,35,24,59,7,726,54,104,474,1254,1,1025491110
882,883,1,57000000,0,9.421301,1,2011,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,7,1,11,35,46,10,243,95,178,811,1149,1,149217355
883,884,0,25000000,0,14.31675,1,2012,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6,1,16,56,72,22,396,90,495,1285,1771,1,77278331
884,885,1,0,12,2.115609,1,2013,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5,3,8,0,109,3,0,51,163,0,18315000
885,886,1,0,0,6.970037,1,1978,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,2,16,10,26,1,302,44,7,219,565,1,49579269
886,887,0,0,0,0.223633,1,2012,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,4,3,7,0,89,28,0,63,180,0,306
887,888,0,20000000,0,10.680121,1,2008,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,13,6,19,13,299,5,202,96,400,1,54586584
888,889,1,5000000,0,6.719949000000001,1,2002,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,5,2,16,9,25,17,352,62,281,160,574,1,368744044
889,890,0,0,0,1.818561,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,6,1,23,59,82,4,555,83,47,1389,2027,1,13102295
890,891,0,0,0,1.698895,1,1989,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,6,11,17,4,101,30,76,198,329,1,8125592
891,892,0,37000000,0,10.722672,1,1986,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,2,2,10,11,21,6,176,3,105,194,373,1,37962774
892,893,0,0,0,2.564695,1,2011,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,4,5,48,8,95,19,75,1,386749
893,894,0,25000000,0,6.570917999999999,1,1999,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,2,14,4,18,5,308,42,73,64,414,1,13000000
894,895,0,50000000,0,6.824871000000001,1,2001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,7,4,16,107,123,5,303,75,77,2601,2979,1,100020092
895,896,0,0,0,3.507084,1,1978,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,3,17,13,30,8,336,6,132,286,628,1,5438927
896,897,1,12000000,0,14.21769,1,2006,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,4,1,114,30,144,6,2875,75,99,661,3611,1,114194847
897,898,0,20000000,0,8.157587,1,1985,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,2,1,15,19,34,9,289,22,123,330,641,1,18432000
898,899,0,0,0,5.7873339999999995,1,2006,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,3,35,36,71,4,716,42,65,867,1625,1,16627188
899,900,0,12000000,10,1.323587,1,2007,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,24,17,41,3,629,12,54,393,1034,0,19000000
900,901,0,20000000,0,11.112153,1,2012,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6,2,22,20,42,3,480,92,44,476,1048,1,16863583
901,902,0,0,4,1.5688389999999999,1,2014,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,3,4,5,18,113,104,90,221,0,52164
902,903,1,185000000,0,12.577266,1,2008,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,38,14,52,16,887,0,303,188,1075,1,786636033
903,904,0,0,0,1.833948,1,1984,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,12,4,16,5,262,8,84,88,358,1,14134877
904,905,0,100000000,0,13.473381,1,2005,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,15,38,53,14,328,33,252,769,1130,1,202026112
905,906,0,16000000,0,8.34322,1,1989,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,16,18,34,7,359,16,77,308,683,1,92823546
906,907,1,250000000,0,20.58258,1,2012,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,4,1,0,0,0,21,0,82,408,0,82,1,1084939099
907,908,0,31000000,0,14.004074,1,1985,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,17,21,38,3,279,5,74,322,606,1,128499205
908,909,0,9600000,0,6.133744999999999,1,2015,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,42,4,46,5,904,59,100,49,1012,1,2541554
909,910,0,0,0,6.770051,1,2012,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,3,1,41,43,84,2,1098,38,40,1045,2181,1,30668
910,911,0,0,2,4.333616999999999,1,2013,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,7,0,123,8,0,27,158,0,2340
911,912,0,3500000,4,1.333969,1,2016,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,4,6,3,27,19,52,92,138,1,1492523
912,913,0,25000000,0,11.829231,1,2013,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,13,2,15,5,272,66,85,35,373,1,2054941
913,914,0,50000000,0,7.661239999999999,1,1997,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,2,11,18,29,11,144,24,161,259,427,1,50068310
914,915,0,9000000,0,8.475983,1,2016,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,3,3,3,26,35,61,9,596,51,133,991,1638,1,4600000
915,916,1,0,14,7.916658,1,2012,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,1,11,5,16,4,265,47,53,118,430,0,61700000
916,917,0,6500000,0,8.344282000000002,1,1999,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,17,8,25,7,353,0,152,151,504,1,28451622
917,918,0,0,0,1.679042,1,1994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,4,17,0,220,10,0,51,281,1,3662459
918,919,0,940000,10,0.739665,1,2015,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,2,2,9,13,22,5,209,22,100,348,579,0,5100000
919,920,0,0,0,1.047417,1,1987,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,7,5,12,1,98,0,7,102,200,1,3832228
920,921,1,0,0,5.3837660000000005,1,1987,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,11,2,13,31,220,97,579,28,345,1,2683519
921,922,1,5000000,0,6.585405000000001,1,1989,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,19,12,31,16,450,8,312,266,724,1,11642254
922,923,1,0,0,10.177977,1,1995,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,15,23,38,8,318,0,132,572,890,1,35348597
923,924,0,7000000,0,7.2189570000000005,1,1991,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,13,2,15,1,223,52,8,18,293,1,191125
924,925,0,0,8,1.926826,1,2013,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,21,15,36,6,543,145,100,383,1071,0,850259
925,926,0,5000000,0,7.392294000000001,1,2014,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,10,6,16,3,162,79,50,168,409,1,75143
926,927,1,40000000,0,7.473717999999999,1,1999,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,1,16,77,93,7,315,42,130,1907,2264,1,96618699
927,928,0,195000000,0,11.606061,1,2013,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,6,1,46,108,154,2,1086,79,49,2848,4013,1,197687603
928,929,0,0,0,5.093586,1,2013,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,10,9,19,1,207,12,17,164,383,1,641
929,930,0,5000000,0,9.841623,1,1981,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,1,37,16,53,12,765,4,189,261,1030,1,42365581
930,931,1,28000000,0,10.445141,1,2003,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,21,50,71,5,515,60,70,1213,1788,1,58795814
931,932,0,143149,24,0.091951,1,2015,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,16,9,25,0,417,48,0,244,709,0,645135
932,933,0,57000000,0,11.626116,1,1993,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,22,124,146,25,467,37,500,2842,3346,1,159055768
933,934,0,163000000,0,10.958669,1,2011,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,9,1,23,127,150,11,549,138,197,3102,3789,1,174822325
934,935,1,40000000,0,49.247505,1,2017,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,2,0,0,0,6,0,40,100,0,40,1,171539887
935,936,0,0,0,6.816275999999999,1,1987,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,10,3,13,5,190,13,60,63,266,1,4215859
936,937,0,0,10,0.569463,1,2015,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,16,16,32,4,338,45,68,389,772,0,14000000
937,938,0,0,0,1.54105,1,2013,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,45,10,55,1,998,9,11,222,1229,0,37884
938,939,0,1500000,0,5.875708,1,2012,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,11,13,24,0,257,19,0,272,548,1,1938
939,940,0,558000,0,1.41344,1,1931,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,1,16,11,27,2,320,5,14,249,574,1,2227000
940,941,0,8000000,0,5.052049,1,2006,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,29,30,59,3,749,72,33,751,1572,1,18948425
941,942,0,180000000,0,19.467404000000002,1,2014,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,1,3,1,82,14,96,9,1966,23,225,302,2291,1,758539785
942,943,0,2000000,0,12.792394,1,2014,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,1,12,27,39,12,245,50,240,666,961,1,4635300
943,944,1,0,14,6.080108,1,2001,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,2,0,1,4,17,21,3,75,0,38,350,425,0,28023563
944,945,0,16000000,2,4.136356,1,2009,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,2,13,13,26,15,289,41,267,319,649,1,11301649
