,Actor_ID,Actor_Name,numtimesDS,actorWt
34573,14500,Jean Simmons,4,0.11764705882352941
29216,54807,Affif Ben Badra,4,0.11764705882352941
26292,76999,Jess Weixler,4,0.11764705882352941
23318,104503,Scott Burkholder,4,0.11764705882352941
25102,85142,Paul Ben-Victor,4,0.11764705882352941
29939,49551,Aloma Wright,4,0.11764705882352941
29941,49487,Richard Sammel,4,0.11764705882352941
35486,10513,Robert Brown,4,0.11764705882352941
34554,14548,Marcia Jean Kurtz,4,0.11764705882352941
16983,552989,Manorama,4,0.11764705882352941
35453,10654,Graham Crowden,4,0.11764705882352941
35421,10699,Samantha Bond,4,0.11764705882352941
26322,76857,Joaquín Cosio,4,0.11764705882352941
38327,941,Tomas Arana,4,0.11764705882352941
36456,6734,Ken Davitian,4,0.11764705882352941
38112,1598,David St. James,4,0.11764705882352941
35303,11067,Terry Kinney,4,0.11764705882352941
35463,10609,Hugh Marlowe,4,0.11764705882352941
32759,23931,Mira Sorvino,4,0.11764705882352941
6769,1480144,Joti Nagra,4,0.11764705882352941
32690,24435,Jack Wallace,4,0.11764705882352941
35297,11076,David Hyde Pierce,4,0.11764705882352941
32210,27993,Jeffrey Combs,4,0.11764705882352941
29903,50095,Jason Ritter,4,0.11764705882352941
36503,6576,Mark Rolston,4,0.11764705882352941
29928,49818,Jacqueline Obradors,4,0.11764705882352941
29198,54865,Jeff Kober,4,0.11764705882352941
24878,87007,Amy Wright,4,0.11764705882352941
24965,86267,Ana Gasteyer,4,0.11764705882352941
28607,58643,Linda Emond,4,0.11764705882352941
36426,6861,Andre Braugher,4,0.11764705882352941
28547,58873,Dan Fogler,4,0.11764705882352941
25030,85825,Leighton Meester,4,0.11764705882352941
26388,76528,Tony Nappo,4,0.11764705882352941
35400,10739,Bebe Neuwirth,4,0.11764705882352941
35313,11023,Shawn Ashmore,4,0.11764705882352941
35399,10742,Teri Hatcher,4,0.11764705882352941
35397,10744,Götz Otto,4,0.11764705882352941
36494,6591,Chris Isaak,4,0.11764705882352941
38467,590,William Sanderson,4,0.11764705882352941
25049,85672,Shabana Azmi,4,0.11764705882352941
24829,87287,Bonnie Aarons,4,0.11764705882352941
36425,6862,Freddy Rodríguez,4,0.11764705882352941
38302,989,P.H. Moriarty,4,0.11764705882352941
32707,24357,Alex Borstein,4,0.11764705882352941
36470,6696,Mark Ivanir,4,0.11764705882352941
35428,10692,Michael Pitt,4,0.11764705882352941
25122,85040,Sonam Kapoor,4,0.11764705882352941
35459,10648,Michael Kitchen,4,0.11764705882352941
36541,6450,Faye Dunaway,4,0.11764705882352941
33046,21355,DMX,4,0.11764705882352941
29104,55426,Robert Bailey Jr.,4,0.11764705882352941
35341,10942,Pat Roach,4,0.11764705882352941
32715,24291,Annie Parisse,4,0.11764705882352941
14814,1045763,Harry Wilson,4,0.11764705882352941
14825,1044954,Sam Medina,4,0.11764705882352941
35409,10730,Rowan Atkinson,4,0.11764705882352941
17006,552139,George Wallace,4,0.11764705882352941
29891,50347,Rachel Nichols,4,0.11764705882352941
34522,14723,Vicki Lewis,4,0.11764705882352941
38310,978,Steven Mackintosh,4,0.11764705882352941
25104,85139,Nicholas Braun,4,0.11764705882352941
28610,58623,Sy Richardson,4,0.11764705882352941
35312,11024,Kelly Hu,4,0.11764705882352941
13368,1151637,Lora Martinez-Cunningham,4,0.11764705882352941
29172,55086,Cam Gigandet,4,0.11764705882352941
34548,14592,BD Wong,4,0.11764705882352941
26384,76543,Chris Browning,4,0.11764705882352941
36413,6914,Scott Wilson,4,0.11764705882352941
28613,58620,Joseph D. Reitman,4,0.11764705882352941
29225,54789,Sean Patrick Flanery,4,0.11764705882352941
2268,1752319,Becca Sweitzer,4,0.11764705882352941
31157,35780,Amitabh Bachchan,4,0.11764705882352941
24184,94432,Adrian Martinez,4,0.11764705882352941
38362,828,Guy Torry,4,0.11764705882352941
31095,36631,Randall Batinkoff,4,0.11764705882352941
36072,8262,L.Q. Jones,4,0.11764705882352941
15542,975692,Jack Pennick,4,0.11764705882352941
29623,52760,Alan Dale,4,0.11764705882352941
29622,52761,Igor Jijikine,4,0.11764705882352941
23953,96862,Hu Jun,4,0.11764705882352941
34844,13022,Tom Berenger,4,0.11764705882352941
15543,975597,Franklyn Farnum,4,0.11764705882352941
33509,19265,Khandi Alexander,4,0.11764705882352941
35794,9224,Marshall Efron,4,0.11764705882352941
34845,13021,William Baldwin,4,0.11764705882352941
34849,13003,Marvin J. McIntyre,4,0.11764705882352941
32425,26724,Eric Tsang,4,0.11764705882352941
35800,9206,Neve Campbell,4,0.11764705882352941
35035,12217,Jay Mohr,4,0.11764705882352941
36053,8326,Geraldine McEwan,4,0.11764705882352941
29610,52794,David Herman,4,0.11764705882352941
35033,12223,Joel McCrary,4,0.11764705882352941
36046,8350,Sam Bottoms,4,0.11764705882352941
36044,8354,Albert Hall,4,0.11764705882352941
25792,80135,Rutanya Alda,4,0.11764705882352941
28803,57451,Leslie Bibb,4,0.11764705882352941
28806,57428,Michael Landes,4,0.11764705882352941
38204,1236,Mark Pellegrino,4,0.11764705882352941
32858,22821,David Zayas,4,0.11764705882352941
25479,82639,Ophelia Lovibond,4,0.11764705882352941
36036,8398,John Bluthal,4,0.11764705882352941
13925,1105711,Richard Cabral,4,0.11764705882352941
29597,52847,Joy Bryant,4,0.11764705882352941
32864,22675,Damon Wayans,4,0.11764705882352941
38423,689,Kate Capshaw,4,0.11764705882352941
35053,12122,Ron Rifkin,4,0.11764705882352941
36082,8252,William Holden,4,0.11764705882352941
24397,92119,Larry Brandenburg,4,0.11764705882352941
29698,52374,Bruce Davison,4,0.11764705882352941
23846,97999,John George,4,0.11764705882352941
9505,1355923,Jeremiah Kissel,4,0.11764705882352941
32575,25409,Elyas M’Barek,4,0.11764705882352941
13765,1116654,Robert Small,4,0.11764705882352941
35750,9309,Richard Pryor,4,0.11764705882352941
29414,53828,Jennifer Carpenter,4,0.11764705882352941
32568,25451,Spencer Wilding,4,0.11764705882352941
13771,1116282,Cortney Palm,4,0.11764705882352941
5977,1517843,Daniel Spink,4,0.11764705882352941
29692,52404,Mae Whitman,4,0.11764705882352941
34808,13326,Susannah York,4,0.11764705882352941
7484,1445249,Christopher Heskey,4,0.11764705882352941
31111,36219,Marsha Thomason,4,0.11764705882352941
35054,12111,Justin Timberlake,4,0.11764705882352941
28779,57607,Stephen Chow,4,0.11764705882352941
29420,53807,Armie Hammer,4,0.11764705882352941
32847,23211,Maile Flanagan,4,0.11764705882352941
36098,8213,Sam Robards,4,0.11764705882352941
20055,154657,James Sie,4,0.11764705882352941
38190,1270,Charles Martin Smith,4,0.11764705882352941
20859,141226,Andrew Sensenig,4,0.11764705882352941
28783,57597,Ron Dean,4,0.11764705882352941
25840,79795,Shiloh Fernandez,4,0.11764705882352941
35777,9257,Bruno Kirby,4,0.11764705882352941
23924,97281,William Bryant,4,0.11764705882352941
13856,1110405,Mackenzie Davis,4,0.11764705882352941
24388,92404,Joel Kinnaman,4,0.11764705882352941
36030,8435,Stephen Dillane,4,0.11764705882352941
35822,9139,Celia Imrie,4,0.11764705882352941
24461,91606,Tom Hiddleston,4,0.11764705882352941
20093,154073,Carmen Filpi,4,0.11764705882352941
38229,1169,Pepe Serna,4,0.11764705882352941
14158,1088938,Anthony Reynolds,4,0.11764705882352941
32512,25879,Geoff Pierson,4,0.11764705882352941
20833,141433,Steve Little,4,0.11764705882352941
28868,57012,Fares Fares,4,0.11764705882352941
32473,26283,Gerrit Graham,4,0.11764705882352941
14020,1096595,Brett Baker,4,0.11764705882352941
38235,1163,Miriam Colón,4,0.11764705882352941
35884,8893,Stockard Channing,4,0.11764705882352941
24130,94958,Iddo Goldberg,4,0.11764705882352941
34968,12516,Linda Hunt,4,0.11764705882352941
34966,12518,Richard Jordan,4,0.11764705882352941
15712,956719,Tim DeZarn,4,0.11764705882352941
31451,33656,Heather Matarazzo,4,0.11764705882352941
15829,945062,Ming Lo,4,0.11764705882352941
32508,25933,Emily Deschanel,4,0.11764705882352941
34961,12539,Lily Knight,4,0.11764705882352941
29501,53336,Brandon T. Jackson,4,0.11764705882352941
15722,955691,Harry Tenbrook,4,0.11764705882352941
32502,25972,Melina Kanakaredes,4,0.11764705882352941
34951,12644,Mitch Pileggi,4,0.11764705882352941
29518,53259,Michael Raymond-James,4,0.11764705882352941
24200,94304,Larry Cedar,4,0.11764705882352941
35921,8792,Lynn Cohen,4,0.11764705882352941
34931,12726,Trevor Howard,4,0.11764705882352941
28855,57116,David Johansen,4,0.11764705882352941
24165,94561,Phil Hawn,4,0.11764705882352941
32486,26089,Garry Chalk,4,0.11764705882352941
25656,81178,Charlie Adler,4,0.11764705882352941
31520,33260,Freddie Prinze Jr.,4,0.11764705882352941
25714,80742,Martin Mull,4,0.11764705882352941
28880,56903,Tracy Morgan,4,0.11764705882352941
34894,12850,Dabney Coleman,4,0.11764705882352941
29594,52851,Paula Patton,4,0.11764705882352941
34872,12929,Donnell,4,0.11764705882352941
32922,22075,Reggie Lee,4,0.11764705882352941
35002,12407,Candy Clark,4,0.11764705882352941
34880,12898,Tim Allen,4,0.11764705882352941
13961,1102427,Steven Cree,4,0.11764705882352941
32874,22462,Joaquim de Almeida,4,0.11764705882352941
25737,80595,Rob Huebel,4,0.11764705882352941
38219,1206,Jason Alexander,4,0.11764705882352941
34999,12410,Bo Hopkins,4,0.11764705882352941
36004,8516,John Carradine,4,0.11764705882352941
32528,25730,Brian Caspe,4,0.11764705882352941
29468,53493,Kal Penn,4,0.11764705882352941
38259,1107,R. G. Armstrong,4,0.11764705882352941
24082,95469,Shannon Wilcox,4,0.11764705882352941
35998,8540,Danny Nucci,4,0.11764705882352941
31098,36594,Juno Temple,4,0.11764705882352941
32455,26491,Vernon Wells,4,0.11764705882352941
29565,52939,Max Kasch,4,0.11764705882352941
29469,53492,Sam Huntington,4,0.11764705882352941
24297,93228,Louis Herthum,4,0.11764705882352941
25544,82167,David Costabile,4,0.11764705882352941
32877,22384,John Amos,4,0.11764705882352941
35857,9013,Kevin McKidd,4,0.11764705882352941
14164,1088041,Kenneth Brown Jr.,4,0.11764705882352941
14163,1088044,Wayne Ferrara,4,0.11764705882352941
32878,22383,Franco Nero,4,0.11764705882352941
29477,53480,Khalid Abdalla,4,0.11764705882352941
29404,53923,Aunjanue Ellis,4,0.11764705882352941
32382,27011,Vanessa Williams,4,0.11764705882352941
9341,1366661,Primo Allon,4,0.11764705882352941
36247,7431,Kevin Zegers,4,0.11764705882352941
35185,11519,Larry Hankin,4,0.11764705882352941
32303,27539,Lisa Blount,4,0.11764705882352941
38289,1019,Mads Mikkelsen,4,0.11764705882352941
35603,10080,JoBeth Williams,4,0.11764705882352941
13515,1136406,Tom Holland,4,0.11764705882352941
35605,10074,Charles Gray,4,0.11764705882352941
32626,24969,Henry Kingi,4,0.11764705882352941
31217,35516,Howard Hesseman,4,0.11764705882352941
16496,572525,Sailor Vincent,4,0.11764705882352941
25246,84215,Jackson Rathbone,4,0.11764705882352941
34686,13875,Robert Donner,4,0.11764705882352941
25247,84214,Taylor Lautner,4,0.11764705882352941
32805,23627,Patricia Kalember,4,0.11764705882352941
26126,78080,Krysten Ritter,4,0.11764705882352941
36282,7241,Rena Owen,4,0.11764705882352941
38378,780,Ronny Cox,4,0.11764705882352941
35630,10018,Jack Hawkins,4,0.11764705882352941
28695,58319,Jason Scott Lee,4,0.11764705882352941
38287,1032,Martin Scorsese,4,0.11764705882352941
28696,58317,Chris Kattan,4,0.11764705882352941
26119,78110,Scott Adkins,4,0.11764705882352941
32615,25074,Stanley Townsend,4,0.11764705882352941
15253,1006144,Vic Browder,4,0.11764705882352941
29338,54247,Aaron Yoo,4,0.11764705882352941
32995,21596,Shannon Elizabeth,4,0.11764705882352941
23657,100567,Malley,4,0.11764705882352941
10596,1286269,Ron Madoff,4,0.11764705882352941
23659,100552,Mary Woronov,4,0.11764705882352941
29014,56045,Matthew Davis,4,0.11764705882352941
23561,101615,Frank Pesce,4,0.11764705882352941
29808,51547,James Avery,4,0.11764705882352941
38370,820,Edward Furlong,4,0.11764705882352941
34647,14102,George Coe,4,0.11764705882352941
33030,21403,Thomas Ian Nicholas,4,0.11764705882352941
23478,102567,Randy Oglesby,4,0.11764705882352941
35570,10208,Al Matthews,4,0.11764705882352941
15150,1016168,Lily James,4,0.11764705882352941
38145,1473,Daniel von Bargen,4,0.11764705882352941
36340,7059,Heike Makatsch,4,0.11764705882352941
35214,11395,Victor Wong,4,0.11764705882352941
32636,24895,José Garcia,4,0.11764705882352941
25195,84497,Aaron Paul,4,0.11764705882352941
35212,11397,Ric Young,4,0.11764705882352941
34645,14104,Phil Hartman,4,0.11764705882352941
38364,826,Fairuza Balk,4,0.11764705882352941
38146,1472,Ray McKinnon,4,0.11764705882352941
38147,1471,Ed Gale,4,0.11764705882352941
23529,101847,Lance E. Nichols,4,0.11764705882352941
33027,21412,Amy Locane,4,0.11764705882352941
32788,23680,Dee Bradley Baker,4,0.11764705882352941
29833,51381,Michael Weston,4,0.11764705882352941
38148,1470,Wayne Duvall,4,0.11764705882352941
32789,23679,Billy West,4,0.11764705882352941
24669,88995,Adrianne Palicki,4,0.11764705882352941
33025,21430,Natassia Malthe,4,0.11764705882352941
29831,51383,Tyler Labine,4,0.11764705882352941
35198,11484,Suzanne Shepherd,4,0.11764705882352941
34654,14062,Don Gordon,4,0.11764705882352941
35592,10134,Mako,4,0.11764705882352941
35594,10132,Colm Feore,4,0.11764705882352941
9362,1364421,Scott Seaton,4,0.11764705882352941
29008,56105,Renée Taylor,4,0.11764705882352941
15284,1002306,Rob Steinberg,4,0.11764705882352941
23830,98102,William Smith,4,0.11764705882352941
38162,1366,Sala Baker,4,0.11764705882352941
23743,99206,JoAnna Garcia,4,0.11764705882352941
29729,52049,Jay Chandrasekhar,4,0.11764705882352941
36190,7668,Hume Cronyn,4,0.11764705882352941
34751,13592,Irwin Keyes,4,0.11764705882352941
31115,36189,Paul Schulze,4,0.11764705882352941
38439,656,Denholm Elliott,4,0.11764705882352941
35708,9629,Jon Gries,4,0.11764705882352941
34766,13524,Christopher Guest,4,0.11764705882352941
15407,992427,Pierce Gagnon,4,0.11764705882352941
32374,27102,Wanda Sykes,4,0.11764705882352941
28737,58019,Ethan Embry,4,0.11764705882352941
23795,98522,Riley Keough,4,0.11764705882352941
15410,991960,Jack Erdie,4,0.11764705882352941
29716,52145,Wayne Grace,4,0.11764705882352941
25351,83585,Sasha Barrese,4,0.11764705882352941
24471,91520,Michiel Huisman,4,0.11764705882352941
35722,9597,George Furth,4,0.11764705882352941
25985,78878,Xing Yu,4,0.11764705882352941
23809,98394,Affion Crockett,4,0.11764705882352941
35723,9596,Jeff Corey,4,0.11764705882352941
32962,21722,John Billingsley,4,0.11764705882352941
31462,33527,Adam Beach,4,0.11764705882352941
29711,52271,Brianna Brown,4,0.11764705882352941
16224,589162,Génesis Rodríguez,4,0.11764705882352941
16221,589650,Sam Reid,4,0.11764705882352941
25367,83411,Timothy Scott,4,0.11764705882352941
38433,663,William Hootkins,4,0.11764705882352941
29398,53931,Sandy Martin,4,0.11764705882352941
25948,79079,Jamie McShane,4,0.11764705882352941
36197,7632,Shelley Winters,4,0.11764705882352941
32592,25246,Andy Lau,4,0.11764705882352941
29382,54043,Gary Anthony Williams,4,0.11764705882352941
35125,11827,DeRay Davis,4,0.11764705882352941
23677,100260,Mike Moroff,4,0.11764705882352941
35137,11784,Tom Atkins,4,0.11764705882352941
32991,21620,Susan Forristal,4,0.11764705882352941
29755,51937,Jonathan Cherry,4,0.11764705882352941
37857,2221,Leland Orser,4,0.11764705882352941
35130,11806,Julia Sweeney,4,0.11764705882352941
32602,25136,Ken Stott,4,0.11764705882352941
36226,7502,Ernest Borgnine,4,0.11764705882352941
34727,13657,Jsu Garcia,4,0.11764705882352941
15330,999737,Erica McDermott,4,0.11764705882352941
36223,7505,Roddy McDowall,4,0.11764705882352941
9448,1358965,Fred Galle,4,0.11764705882352941
29746,51988,Lizzy Caplan,4,0.11764705882352941
24539,90596,Katie Featherston,4,0.11764705882352941
29379,54122,Gwen Verdon,4,0.11764705882352941
10270,1310385,Danny Le Boyer,4,0.11764705882352941
28994,56183,Art Evans,4,0.11764705882352941
29744,51990,T.J. Miller,4,0.11764705882352941
26051,78494,Beau Billingslea,4,0.11764705882352941
32347,27237,G. W. Bailey,4,0.11764705882352941
34737,13633,Mark Addy,4,0.11764705882352941
26049,78498,Tony Perez,4,0.11764705882352941
36205,7570,Lauren Bacall,4,0.11764705882352941
16323,584272,N. S. Ramesh Khanna,4,0.11764705882352941
29736,52018,Britt Robertson,4,0.11764705882352941
38277,1065,Thomas F. Wilson,4,0.11764705882352941
28709,58197,Shad Moss,4,0.11764705882352941
34741,13611,Jack White,4,0.11764705882352941
15823,945426,Silvia Curiel,4,0.11764705882352941
29620,52763,Aamir Khan,4,0.11764705882352941
37181,4093,Ray Walston,4,0.11764705882352941
34130,16433,James Gammon,4,0.11764705882352941
21055,137529,Ned Eisenberg,4,0.11764705882352941
30325,44054,Roger Aaron Brown,4,0.11764705882352941
38551,383,Michael Palin,4,0.11764705882352941
28338,59674,Ben Bray,4,0.11764705882352941
22356,117437,Patrick St. Esprit,4,0.11764705882352941
37539,3014,Val Avery,4,0.11764705882352941
33253,20471,Demetri Goritsas,4,0.11764705882352941
37566,2962,Robert Foxworth,4,0.11764705882352941
37533,3035,Connell,4,0.11764705882352941
38035,1796,Kirstie Alley,4,0.11764705882352941
27096,69129,George P. Wilbur,4,0.11764705882352941
38553,381,Katherine Helmond,4,0.11764705882352941
37027,4692,Frank Adonis,4,0.11764705882352941
37928,2065,David Schneider,4,0.11764705882352941
12484,1202712,Peter Conboy,4,0.11764705882352941
38550,385,Ian Richardson,4,0.11764705882352941
37551,2978,Max Minghella,4,0.11764705882352941
28340,59672,Wilmer Calderon,4,0.11764705882352941
31582,32907,Nick Swardson,4,0.11764705882352941
36989,4786,Richard Attenborough,4,0.11764705882352941
33242,20496,Jason Douglas,4,0.11764705882352941
37554,2974,Roger Yuan,4,0.11764705882352941
30318,44127,Larry King,4,0.11764705882352941
22401,116805,Paul Feig,4,0.11764705882352941
18843,185464,Tilly Vosburgh,4,0.11764705882352941
33239,20503,Scott Mosier,4,0.11764705882352941
27018,70209,Yusuke Iseya,4,0.11764705882352941
33411,19754,Tony Cox,4,0.11764705882352941
34157,16327,Timothy Hutton,4,0.11764705882352941
33238,20508,Iain Glen,4,0.11764705882352941
31622,32458,Gabriel Mann,4,0.11764705882352941
37032,4687,Patricia Arquette,4,0.11764705882352941
17965,224136,Dora Madison,4,0.11764705882352941
30352,43776,Neil Flynn,4,0.11764705882352941
38560,351,Judy Davis,4,0.11764705882352941
27132,68681,Paul Koslo,4,0.11764705882352941
34102,16527,Bill Baldwin,4,0.11764705882352941
31982,29933,Deneen Tyler,4,0.11764705882352941
34106,16523,Burgess Meredith,4,0.11764705882352941
30670,40660,Malcolm Sinclair,4,0.11764705882352941
31985,29930,Ivana Miličević,4,0.11764705882352941
19551,164945,Sarah Shahi,4,0.11764705882352941
31584,32897,Nicholas Turturro,4,0.11764705882352941
34109,16504,Tony Burton,4,0.11764705882352941
18002,222906,John Brotherton,4,0.11764705882352941
28109,61011,Clarke Peters,4,0.11764705882352941
37055,4515,Treat Williams,4,0.11764705882352941
7215,1459145,Darren Dolynski,4,0.11764705882352941
37507,3072,Daniel Lapaine,4,0.11764705882352941
17992,223126,Megan Charpentier,4,0.11764705882352941
37036,4654,Jeremy Davies,4,0.11764705882352941
30371,43554,Josef Altin,4,0.11764705882352941
28311,59789,Pamela Gidley,4,0.11764705882352941
37934,2059,Adam Baldwin,4,0.11764705882352941
38028,1817,Linda Cardellini,4,0.11764705882352941
33400,19838,Marg Helgenberger,4,0.11764705882352941
21672,126713,Elizabeth Marvel,4,0.11764705882352941
27544,64951,Neil Ross,4,0.11764705882352941
38630,150,RZA,4,0.11764705882352941
37042,4602,Jon Tenney,4,0.11764705882352941
21141,136152,J. B. Blanc,4,0.11764705882352941
37526,3042,Bruce Kirby,4,0.11764705882352941
37040,4606,Jimmy Ortega,4,0.11764705882352941
30700,40462,Kristen Bell,4,0.11764705882352941
37529,3039,Bradley Gregg,4,0.11764705882352941
27009,70233,Ricki Lake,4,0.11764705882352941
28064,61178,Alia Shawkat,4,0.11764705882352941
28299,59882,Paz de la Huerta,4,0.11764705882352941
31365,34398,Bill Fagerbakke,4,0.11764705882352941
36898,5131,Diane Salinger,4,0.11764705882352941
28024,61409,Laura Kightlinger,4,0.11764705882352941
21510,129466,James Ritz,4,0.11764705882352941
31728,31431,Nigel Terry,4,0.11764705882352941
33662,18473,James Badge Dale,4,0.11764705882352941
30805,39658,Sally Hawkins,4,0.11764705882352941
38053,1754,Walter Koenig,4,0.11764705882352941
37570,2957,Alexander Siddig,4,0.11764705882352941
5211,1574936,Mark Falvo,4,0.11764705882352941
36906,5063,Joseph Ragno,4,0.11764705882352941
38538,417,Ginnifer Goodwin,4,0.11764705882352941
21538,129101,Lance Reddick,4,0.11764705882352941
33442,19545,Jack Angel,4,0.11764705882352941
30786,39780,Frank Stallone,4,0.11764705882352941
28017,61510,Christopher Denham,4,0.11764705882352941
37638,2755,Albert Dekker,4,0.11764705882352941
20258,150536,Barry Otto,4,0.11764705882352941
30824,39430,Don Hood,4,0.11764705882352941
31396,34070,Nora Zehetner,4,0.11764705882352941
33452,19498,Jon Bernthal,4,0.11764705882352941
36892,5148,Lucinda Jenney,4,0.11764705882352941
33453,19497,Armando Riesco,4,0.11764705882352941
30825,39391,Edi Gathegi,4,0.11764705882352941
26878,71913,Bokeem Woodbine,4,0.11764705882352941
38056,1751,James Doohan,4,0.11764705882352941
36887,5169,J.E. Freeman,4,0.11764705882352941
37645,2719,Brian Thompson,4,0.11764705882352941
26866,72129,Jennifer Lawrence,4,0.11764705882352941
36881,5177,Tex,4,0.11764705882352941
37647,2716,Earl Boen,4,0.11764705882352941
22546,114674,Glynn Turman,4,0.11764705882352941
26907,71565,Heather Kafka,4,0.11764705882352941
17751,232174,Indra Ové,4,0.11764705882352941
22505,115596,Arthur Holden,4,0.11764705882352941
31302,34842,Tony Amendola,4,0.11764705882352941
26995,70456,Emily Browning,4,0.11764705882352941
10973,1271092,Derek Lyons,4,0.11764705882352941
28063,61182,Gillian Vigman,4,0.11764705882352941
33418,19728,Mark Harmon,4,0.11764705882352941
28060,61187,Daniel Bacon,4,0.11764705882352941
22437,116278,Brian Tee,4,0.11764705882352941
36958,4886,Norman Reedus,4,0.11764705882352941
12581,1196960,Alec Utgoff,4,0.11764705882352941
33225,20562,Antoni Corone,4,0.11764705882352941
28058,61216,Vyto Ruginis,4,0.11764705882352941
32025,29655,Leo Genn,4,0.11764705882352941
38649,102,Deborah Harry,4,0.11764705882352941
34189,16183,Gedde Watanabe,4,0.11764705882352941
31356,34485,Lauren Holly,4,0.11764705882352941
36944,4941,Alessandro Nivola,4,0.11764705882352941
33438,19549,Greta Garbo,4,0.11764705882352941
36942,4943,Bruce A. Young,4,0.11764705882352941
33692,18331,Nancy Travis,4,0.11764705882352941
26932,71266,Lynne Thigpen,4,0.11764705882352941
26930,71281,Paul Kaye,4,0.11764705882352941
30761,39995,Michael Cera,4,0.11764705882352941
37602,2857,Libby Villari,4,0.11764705882352941
33684,18354,Bridget Moynahan,4,0.11764705882352941
30769,39959,Vlad Ivanov,4,0.11764705882352941
8860,1387996,José Antonio Rico,4,0.11764705882352941
36925,5004,Omar Sharif,4,0.11764705882352941
34210,16103,Keye Luke,4,0.11764705882352941
21558,128645,Archie Panjabi,4,0.11764705882352941
34214,16060,Brian Tochi,4,0.11764705882352941
17753,232006,Nat Wolff,4,0.11764705882352941
28301,59872,John Pankow,4,0.11764705882352941
27506,65171,Tim Parati,4,0.11764705882352941
34255,15789,Alex D. Linz,4,0.11764705882352941
12188,1214402,Brian Turk,4,0.11764705882352941
27439,65727,Sam Jaeger,4,0.11764705882352941
37217,3999,Tom Hulce,4,0.11764705882352941
37220,3979,Castulo Guerra,4,0.11764705882352941
21883,122984,Bert Moorhouse,4,0.11764705882352941
37224,3971,Sophia Myles,4,0.11764705882352941
30586,41292,Keri Russell,4,0.11764705882352941
30478,42308,Beau Starr,4,0.11764705882352941
37405,3309,Augustus Prew,4,0.11764705882352941
33966,17078,Michael Smiley,4,0.11764705882352941
37967,1957,Sophie Marceau,4,0.11764705882352941
37990,1913,Susan Blommaert,4,0.11764705882352941
37239,3909,Gary Houston,4,0.11764705882352941
33865,17521,Kelly Reilly,4,0.11764705882352941
30574,41419,Hugh Laurie,4,0.11764705882352941
37213,4003,Christine Ebersole,4,0.11764705882352941
30476,42317,Scott Lawrence,4,0.11764705882352941
33321,20196,Boyd Banks,4,0.11764705882352941
37209,4024,Steve Reevis,4,0.11764705882352941
27305,66657,Allan Havey,4,0.11764705882352941
30475,42324,Annabelle Gurwitch,4,0.11764705882352941
37393,3362,Judith Anderson,4,0.11764705882352941
37205,4030,Martin Klebba,4,0.11764705882352941
37204,4031,Greg Ellis,4,0.11764705882352941
37999,1904,Anthony Michael Hall,4,0.11764705882352941
33982,17005,Doug Jones,4,0.11764705882352941
33318,20211,John Getz,4,0.11764705882352941
28150,60879,Bernard Johnson,4,0.11764705882352941
33363,19996,Kevin Bishop,4,0.11764705882352941
38582,270,Adriana Barraza,4,0.11764705882352941
30599,41249,Tess Harper,4,0.11764705882352941
28141,60898,Sebastian Stan,4,0.11764705882352941
30572,41421,Jennifer Morrison,4,0.11764705882352941
30570,41436,Andrew Airlie,4,0.11764705882352941
37247,3899,Ken Watanabe,4,0.11764705882352941
33932,17273,Masi Oka,4,0.11764705882352941
33904,17396,Timothy Carhart,4,0.11764705882352941
21992,122239,Sylvia Kauders,4,0.11764705882352941
33910,17355,Michael Paul Chan,4,0.11764705882352941
33911,17354,Todd Boyce,4,0.11764705882352941
37312,3635,Elizabeth Taylor,4,0.11764705882352941
33915,17346,Robin Tunney,4,0.11764705882352941
33917,17342,Paul Adelstein,4,0.11764705882352941
37294,3712,Saul Rubinek,4,0.11764705882352941
12104,1216356,Sam Harris,4,0.11764705882352941
30517,41901,Roselyn Sánchez,4,0.11764705882352941
37284,3753,Giancarlo Giannini,4,0.11764705882352941
18427,205258,Harry Lloyd,4,0.11764705882352941
33926,17290,Andrew Tiernan,4,0.11764705882352941
33890,17441,Lou Taylor Pucci,4,0.11764705882352941
37275,3799,Billy Dee Williams,4,0.11764705882352941
33952,17187,Trini Alvarado,4,0.11764705882352941
19500,166606,Tony Genaro,4,0.11764705882352941
30554,41640,Tovah Feldshuh,4,0.11764705882352941
27402,65831,Robert LaSardo,4,0.11764705882352941
11176,1257821,Vincent Wong,4,0.11764705882352941
30499,42160,Ariel Winter,4,0.11764705882352941
30498,42168,Nancy Fish,4,0.11764705882352941
12158,1215021,Cullen Moss,4,0.11764705882352941
31857,30613,Keith Carradine,4,0.11764705882352941
37968,1956,Cherry Jones,4,0.11764705882352941
33873,17487,John Gallagher Jr.,4,0.11764705882352941
33872,17488,Alice Drummond,4,0.11764705882352941
37252,3872,Daniel Brühl,4,0.11764705882352941
4994,1588593,Dan Marshall,4,0.11764705882352941
27327,66554,Kadeem Hardison,4,0.11764705882352941
27278,66896,Raven-Symoné,4,0.11764705882352941
31386,34187,Chuck Hamilton,4,0.11764705882352941
37942,2051,María Conchita Alonso,4,0.11764705882352941
27188,67978,Ona Grauer,4,0.11764705882352941
11970,1219901,Colin Quinn,4,0.11764705882352941
27184,68091,Cleavon Little,4,0.11764705882352941
33791,17866,Jon Abrahams,4,0.11764705882352941
